external_id,name,type,lat,lng,district_name,junction_name,has_anpr,has_face_recog,is_active,coverage_radius_m
MC-R-0163,MCCTNS Camera Whitefield 163,MCCTNS_RWA,12.974731,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0303,MCCTNS Camera BTM Layout 303,MCCTNS_Private,12.909595,77.612816,South Bengaluru,,false,false,true,20
MC-R-0271,MCCTNS Camera Manyata Tech Park 271,MCCTNS_RWA,13.049283,77.6225,North Bengaluru,Manyata Tech Park,false,false,true,20
SC-0274,Safe City Camera 274 - KR Puram,Safe_City,13.008324,77.694974,North Bengaluru,KR Puram,true,true,true,50
SC-0045,Safe City Camera 45,Safe_City,12.911746,77.644527,South Bengaluru,,true,true,true,50
MC-R-0230,MCCTNS Camera Jayanagar 230,MCCTNS_RWA,12.942246,77.586434,Bengaluru Urban,,false,false,false,20
MC-P-0474,MCCTNS Camera Manyata Tech Park 474,MCCTNS_Private,13.05,77.626074,North Bengaluru,Manyata Tech Park,false,false,true,20
MC-R-0051,MCCTNS Camera Jayanagar 51,MCCTNS_RWA,12.933837,77.579924,Bengaluru Urban,Jayanagar,false,false,true,20
BATCS-0243,Traffic Signal Camera 243,BATCS,12.957867,77.605942,East Bengaluru,,true,false,true,80
MC-P-0499,MCCTNS Camera Rajajinagar 499,MCCTNS_Private,13.004338,77.565885,North Bengaluru,Malleshwaram,false,false,true,20
MC-C-0169,MCCTNS Camera JP Nagar 169,MCCTNS_Commercial,12.905101,77.578436,South Bengaluru,,false,false,true,20
MC-P-0171,MCCTNS Camera Manyata Tech Park 171,MCCTNS_Private,13.041538,77.617555,North Bengaluru,,false,false,true,20
BATCS-0064,Traffic Signal Camera 64,BATCS,12.922005,77.644849,South Bengaluru,,true,false,true,80
MC-R-0012,MCCTNS Camera Manyata Tech Park 12,MCCTNS_RWA,13.05,77.630727,North Bengaluru,,false,false,true,20
MC-C-0111,MCCTNS Camera Jayanagar 111,MCCTNS_Commercial,12.92735,77.586308,South Bengaluru,Jayanagar,false,false,false,20
MC-P-0421,MCCTNS Camera JP Nagar 421,MCCTNS_Private,12.911151,77.591158,South Bengaluru,JP Nagar,false,false,true,20
MC-C-0233,MCCTNS Camera Commercial Street 233,MCCTNS_Commercial,12.984579,77.607087,Central Bengaluru,Commercial Street,false,false,true,20
BATCS-0150,Traffic Signal Camera 150,BATCS,12.910441,77.585743,South Bengaluru,JP Nagar,true,false,true,80
MC-P-0021,MCCTNS Camera BTM Layout 21,MCCTNS_Private,12.917981,77.609451,South Bengaluru,BTM Layout,false,false,true,20
MC-C-0177,MCCTNS Camera JP Nagar 177,MCCTNS_Commercial,12.910834,77.587364,South Bengaluru,JP Nagar,false,false,true,20
BATCS-0040,Traffic Signal Camera 40,BATCS,13.003964,77.619784,North Bengaluru,,true,false,true,80
MC-R-0108,MCCTNS Camera JP Nagar 108,MCCTNS_RWA,12.916318,77.594124,South Bengaluru,,false,false,true,20
MC-P-0119,MCCTNS Camera Malleshwaram 119,MCCTNS_Private,13.00307,77.571132,North Bengaluru,Malleshwaram,false,false,true,20
MC-P-0644,MCCTNS Camera JP Nagar 644,MCCTNS_Private,12.910087,77.580932,South Bengaluru,JP Nagar,false,false,true,20
MC-P-0190,MCCTNS Camera BTM Layout 190,MCCTNS_Private,12.911532,77.619349,South Bengaluru,Silk Board,false,false,true,20
MC-P-0176,MCCTNS Camera Malleshwaram 176,MCCTNS_Private,13.019958,77.569968,North Bengaluru,,false,false,true,20
SC-0098,Safe City Camera 98,Safe_City,12.98869,77.617285,Central Bengaluru,,true,true,true,50
MC-R-0111,MCCTNS Camera Electronic City 111,MCCTNS_RWA,12.85,77.691276,Bengaluru Urban,,false,false,true,20
BATCS-0325,Traffic Signal Camera 325,BATCS,12.973984,77.549571,Bengaluru Urban,,true,false,true,80
SC-0277,Safe City Camera 277 - Hebbal Flyover,Safe_City,13.03684,77.598201,North Bengaluru,Hebbal Flyover,true,true,false,50
BATCS-0337,Traffic Signal Camera 337,BATCS,12.978293,77.636592,Central Bengaluru,Indiranagar 100ft Road,true,false,true,80
SC-0012,Safe City Camera 12,Safe_City,12.976178,77.601581,Central Bengaluru,,true,true,true,50
BATCS-0205,Traffic Signal Camera 205,BATCS,13.030137,77.537009,North Bengaluru,,true,false,true,80
SC-0044,Safe City Camera 44,Safe_City,12.966728,77.609627,East Bengaluru,,true,true,true,50
MC-P-0431,MCCTNS Camera Commercial Street 431,MCCTNS_Private,12.990867,77.610901,Central Bengaluru,,false,false,true,20
MC-R-0323,MCCTNS Camera BTM Layout 323,MCCTNS_RWA,12.923126,77.596243,South Bengaluru,,false,false,true,20
MC-C-0141,MCCTNS Camera Malleshwaram 141,MCCTNS_Commercial,13.012271,77.559053,North Bengaluru,,false,false,true,20
MC-R-0384,MCCTNS Camera Whitefield 384,MCCTNS_RWA,12.972836,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0261,MCCTNS Camera Whitefield 261,MCCTNS_Private,12.972379,77.7,Bengaluru Urban,,false,false,true,20
SC-0077,Safe City Camera 77,Safe_City,12.987645,77.512768,Bengaluru Urban,,true,true,true,50
MC-R-0130,MCCTNS Camera Jayanagar 130,MCCTNS_RWA,12.919956,77.597116,South Bengaluru,,false,false,true,20
MC-P-0599,MCCTNS Camera Electronic City 599,MCCTNS_Private,12.85,77.683456,Bengaluru Urban,,false,false,true,20
MC-R-0118,MCCTNS Camera Malleshwaram 118,MCCTNS_RWA,13.005024,77.565894,North Bengaluru,Malleshwaram,false,false,true,20
MC-R-0211,MCCTNS Camera Rajajinagar 211,MCCTNS_RWA,12.99981,77.541663,Bengaluru Urban,,false,false,true,20
MC-P-0588,MCCTNS Camera Jayanagar 588,MCCTNS_Private,12.92581,77.581562,South Bengaluru,Jayanagar,false,false,true,20
BATCS-0398,Traffic Signal Camera 398,BATCS,12.960702,77.571706,Bengaluru Urban,,true,false,true,80
MC-C-0196,MCCTNS Camera Commercial Street 196,MCCTNS_Commercial,12.977366,77.626292,Central Bengaluru,,false,false,true,20
BATCS-0075,Traffic Signal Camera 75,BATCS,12.987883,77.512516,Bengaluru Urban,,true,false,true,80
MC-P-0504,MCCTNS Camera JP Nagar 504,MCCTNS_Private,12.922164,77.584601,South Bengaluru,Jayanagar,false,false,true,20
MC-C-0140,MCCTNS Camera Whitefield 140,MCCTNS_Commercial,12.965019,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-R-0096,MCCTNS Camera BTM Layout 96,MCCTNS_RWA,12.904878,77.614358,South Bengaluru,,false,false,true,20
MC-P-0433,MCCTNS Camera Manyata Tech Park 433,MCCTNS_Private,13.04324,77.634594,North Bengaluru,,false,false,true,20
MC-R-0302,MCCTNS Camera Rajajinagar 302,MCCTNS_RWA,12.990323,77.571022,Central Bengaluru,,false,false,true,20
MC-C-0163,MCCTNS Camera Electronic City 163,MCCTNS_Commercial,12.85,77.674084,Bengaluru Urban,,false,false,false,20
SC-0300,Safe City Camera 300 - Hebbal Flyover,Safe_City,13.035255,77.597549,North Bengaluru,Hebbal Flyover,true,true,true,50
MC-C-0014,MCCTNS Camera Malleshwaram 14,MCCTNS_Commercial,13.012451,77.581594,North Bengaluru,,false,false,true,20
BATCS-0059,Traffic Signal Camera 59,BATCS,12.930763,77.576138,Bengaluru Urban,,true,false,true,80
MC-C-0073,MCCTNS Camera Malleshwaram 73,MCCTNS_Commercial,13.000056,77.566478,North Bengaluru,Malleshwaram,false,false,true,20
MC-P-0604,MCCTNS Camera Whitefield 604,MCCTNS_Private,12.980111,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0495,MCCTNS Camera Commercial Street 495,MCCTNS_Private,12.98413,77.609737,Central Bengaluru,Commercial Street,false,false,true,20
SC-0119,Safe City Camera 119,Safe_City,12.924254,77.628806,South Bengaluru,,true,true,true,50
MC-P-0110,MCCTNS Camera JP Nagar 110,MCCTNS_Private,12.90658,77.586909,South Bengaluru,JP Nagar,false,false,true,20
MC-C-0029,MCCTNS Camera Banashankari 29,MCCTNS_Commercial,12.92088,77.539371,South Bengaluru,,false,false,true,20
MC-C-0105,MCCTNS Camera Malleshwaram 105,MCCTNS_Commercial,12.995349,77.570924,Central Bengaluru,,false,false,true,20
MC-P-0208,MCCTNS Camera Rajajinagar 208,MCCTNS_Private,13.001833,77.571573,North Bengaluru,Malleshwaram,false,false,true,20
MC-C-0080,MCCTNS Camera Electronic City 80,MCCTNS_Commercial,12.853995,77.682821,Bengaluru Urban,,false,false,true,20
BATCS-0376,Traffic Signal Camera 376,BATCS,12.923817,77.639918,South Bengaluru,,true,false,true,80
MC-C-0134,MCCTNS Camera JP Nagar 134,MCCTNS_Commercial,12.925785,77.587935,South Bengaluru,Jayanagar,false,false,true,20
SC-0245,Safe City Camera 245,Safe_City,12.966291,77.619208,East Bengaluru,,true,true,true,50
SC-0019,Safe City Camera 19,Safe_City,12.929321,77.573878,South Bengaluru,,true,true,true,50
MC-P-0017,MCCTNS Camera Rajajinagar 17,MCCTNS_Private,13.000336,77.552946,North Bengaluru,Rajajinagar,false,false,true,20
MC-C-0099,MCCTNS Camera Commercial Street 99,MCCTNS_Commercial,12.988727,77.600285,Central Bengaluru,,false,false,true,20
MC-R-0318,MCCTNS Camera Manyata Tech Park 318,MCCTNS_RWA,13.038623,77.620908,North Bengaluru,,false,false,true,20
SC-0211,Safe City Camera 211,Safe_City,12.998948,77.541197,Bengaluru Urban,,true,true,true,50
SC-0100,Safe City Camera 100,Safe_City,12.940436,77.573891,Bengaluru Urban,,true,true,true,50
MC-R-0072,MCCTNS Camera Banashankari 72,MCCTNS_RWA,12.92561,77.540349,South Bengaluru,Banashankari,false,false,false,20
MC-R-0289,MCCTNS Camera Rajajinagar 289,MCCTNS_RWA,12.981881,77.550811,Central Bengaluru,,false,false,true,20
SC-0053,Safe City Camera 53,Safe_City,12.993139,77.608492,Central Bengaluru,,true,true,true,50
BATCS-0263,Traffic Signal Camera 263,BATCS,12.947996,77.579947,Bengaluru Urban,,true,false,true,80
MC-R-0161,MCCTNS Camera Malleshwaram 161,MCCTNS_RWA,13.011703,77.564743,North Bengaluru,,false,false,true,20
MC-R-0081,MCCTNS Camera Whitefield 81,MCCTNS_RWA,12.95948,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-P-0649,MCCTNS Camera Malleshwaram 649,MCCTNS_Private,12.999312,77.571419,Central Bengaluru,Malleshwaram,false,false,true,20
MC-R-0291,MCCTNS Camera Whitefield 291,MCCTNS_RWA,12.971911,77.7,Bengaluru Urban,,false,false,true,20
MC-C-0124,MCCTNS Camera Electronic City 124,MCCTNS_Commercial,12.85,77.667252,Bengaluru Urban,,false,false,false,20
MC-P-0434,MCCTNS Camera BTM Layout 434,MCCTNS_Private,12.921907,77.617133,South Bengaluru,Silk Board,false,false,true,20
MC-R-0043,MCCTNS Camera Malleshwaram 43,MCCTNS_RWA,12.998611,77.56862,Central Bengaluru,Malleshwaram,false,false,true,20
MC-P-0251,MCCTNS Camera Commercial Street 251,MCCTNS_Private,12.996012,77.601763,Central Bengaluru,,false,false,true,20
MC-P-0307,MCCTNS Camera Commercial Street 307,MCCTNS_Private,12.97552,77.606463,Central Bengaluru,MG Road,false,false,true,20
MC-R-0299,MCCTNS Camera JP Nagar 299,MCCTNS_RWA,12.923307,77.581066,South Bengaluru,Jayanagar,false,false,true,20
SC-0230,Safe City Camera 230,Safe_City,12.99091,77.614222,Central Bengaluru,,true,true,true,50
MC-P-0509,MCCTNS Camera Manyata Tech Park 509,MCCTNS_Private,13.05,77.62211,North Bengaluru,Manyata Tech Park,false,false,true,20
MC-P-0107,MCCTNS Camera BTM Layout 107,MCCTNS_Private,12.917886,77.621045,South Bengaluru,Silk Board,false,false,true,20
BATCS-0322,Traffic Signal Camera 322,BATCS,12.930738,77.576057,Bengaluru Urban,,true,false,true,80
MC-P-0322,MCCTNS Camera Malleshwaram 322,MCCTNS_Private,13.001229,77.564997,North Bengaluru,Malleshwaram,false,false,true,20
BATCS-0097,Traffic Signal Camera 97,BATCS,12.953104,77.573602,Bengaluru Urban,,true,false,true,80
MC-R-0157,MCCTNS Camera Electronic City 157,MCCTNS_RWA,12.85,77.679423,Bengaluru Urban,,false,false,true,20
MC-P-0286,MCCTNS Camera Banashankari 286,MCCTNS_Private,12.923207,77.538984,South Bengaluru,,false,false,true,20
MC-R-0296,MCCTNS Camera JP Nagar 296,MCCTNS_RWA,12.925451,77.586672,South Bengaluru,Jayanagar,false,false,true,20
MC-P-0583,MCCTNS Camera Manyata Tech Park 583,MCCTNS_Private,13.035752,77.612564,North Bengaluru,,false,false,true,20
MC-C-0115,MCCTNS Camera Manyata Tech Park 115,MCCTNS_Commercial,13.048543,77.610334,North Bengaluru,,false,false,true,20
BATCS-0016,Traffic Signal Camera 16,BATCS,12.978741,77.646667,Central Bengaluru,Indiranagar 100ft Road,true,false,true,80
MC-P-0602,MCCTNS Camera Commercial Street 602,MCCTNS_Private,12.99565,77.613655,Central Bengaluru,,false,false,true,20
MC-C-0044,MCCTNS Camera Manyata Tech Park 44,MCCTNS_Commercial,13.05,77.635196,North Bengaluru,,false,false,true,20
MC-R-0341,MCCTNS Camera BTM Layout 341,MCCTNS_RWA,12.919851,77.623049,South Bengaluru,Silk Board,false,false,true,20
BATCS-0157,Traffic Signal Camera 157,BATCS,12.953229,77.573532,Bengaluru Urban,,true,false,true,80
BATCS-0077,Traffic Signal Camera 77,BATCS,12.924826,77.633426,South Bengaluru,,true,false,true,80
BATCS-0214,Gorguntepalaya Cross,BATCS,13.029052,77.54008,North Bengaluru,,true,false,true,80
BATCS-0245,SRS,BATCS,13.03472,77.529812,North Bengaluru,,true,false,true,80
BATCS-0397,Traffic Signal Camera 397,BATCS,12.956921,77.573399,Bengaluru Urban,,true,false,true,80
MC-C-0189,MCCTNS Camera Rajajinagar 189,MCCTNS_Commercial,13.005677,77.544044,North Bengaluru,,false,false,true,20
MC-P-0554,MCCTNS Camera Manyata Tech Park 554,MCCTNS_Private,13.05,77.61048,North Bengaluru,,false,false,true,20
MC-C-0182,MCCTNS Camera Malleshwaram 182,MCCTNS_Commercial,13.001258,77.572104,North Bengaluru,Malleshwaram,false,false,true,20
MC-C-0049,MCCTNS Camera Banashankari 49,MCCTNS_Commercial,12.931513,77.558177,Bengaluru Urban,,false,false,true,20
BATCS-0348,Traffic Signal Camera 348,BATCS,12.971627,77.61953,Central Bengaluru,,true,false,true,80
BATCS-0135,Traffic Signal Camera 135,BATCS,13.036923,77.566067,North Bengaluru,,true,false,true,80
MC-R-0221,MCCTNS Camera Malleshwaram 221,MCCTNS_RWA,13.015387,77.564928,North Bengaluru,,false,false,true,20
MC-R-0340,MCCTNS Camera Jayanagar 340,MCCTNS_RWA,12.935636,77.568067,Bengaluru Urban,,false,false,true,20
SC-0136,Safe City Camera 136,Safe_City,12.916107,77.615123,South Bengaluru,BTM Layout,true,true,true,50
SC-0129,Safe City Camera 129,Safe_City,12.925017,77.63334,South Bengaluru,,true,true,true,50
MC-P-0013,MCCTNS Camera Electronic City 13,MCCTNS_Private,12.85,77.676885,Bengaluru Urban,,false,false,true,20
MC-C-0006,MCCTNS Camera Jayanagar 6,MCCTNS_Commercial,12.922084,77.575178,South Bengaluru,,false,false,true,20
MC-R-0243,MCCTNS Camera Whitefield 243,MCCTNS_RWA,12.968948,77.7,East Bengaluru,,false,false,true,20
MC-P-0294,MCCTNS Camera Whitefield 294,MCCTNS_Private,12.953822,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-R-0110,MCCTNS Camera Malleshwaram 110,MCCTNS_RWA,12.98869,77.563092,Central Bengaluru,,false,false,true,20
MC-R-0140,MCCTNS Camera Commercial Street 140,MCCTNS_RWA,12.984748,77.616518,Central Bengaluru,Commercial Street,false,false,true,20
MC-P-0233,MCCTNS Camera Whitefield 233,MCCTNS_Private,12.981442,77.7,Bengaluru Urban,,false,false,true,20
MC-R-0260,MCCTNS Camera Electronic City 260,MCCTNS_RWA,12.85,77.676913,Bengaluru Urban,,false,false,true,20
BATCS-0156,Traffic Signal Camera 156,BATCS,12.916653,77.597036,South Bengaluru,,true,false,true,80
BATCS-0166,Traffic Signal Camera 166,BATCS,12.972932,77.581667,Central Bengaluru,,true,false,true,80
BATCS-0298,Traffic Signal Camera 298,BATCS,12.913549,77.678781,South Bengaluru,,true,false,true,80
BATCS-0039,Traffic Signal Camera 39,BATCS,12.930709,77.576134,Bengaluru Urban,,true,false,true,80
MC-R-0264,MCCTNS Camera Commercial Street 264,MCCTNS_RWA,12.975306,77.605088,Central Bengaluru,MG Road,false,false,true,20
MC-P-0001,MCCTNS Camera Electronic City 1,MCCTNS_Private,12.85,77.670329,Bengaluru Urban,,false,false,true,20
BATCS-0392,Thippasandra Cross,BATCS,12.973092,77.646947,Central Bengaluru,,true,false,true,80
MC-P-0334,MCCTNS Camera Banashankari 334,MCCTNS_Private,12.933005,77.535323,Bengaluru Urban,,false,false,true,20
MC-P-0117,MCCTNS Camera Banashankari 117,MCCTNS_Private,12.928662,77.529831,South Bengaluru,,false,false,true,20
MC-C-0083,MCCTNS Camera Electronic City 83,MCCTNS_Commercial,12.85,77.686843,Bengaluru Urban,,false,false,true,20
SC-0115,Safe City Camera 115,Safe_City,12.93102,77.576454,Bengaluru Urban,,true,true,true,50
BATCS-0104,Traffic Signal Camera 104,BATCS,13.043566,77.557204,North Bengaluru,,true,false,true,80
MC-R-0379,MCCTNS Camera Commercial Street 379,MCCTNS_RWA,12.993327,77.623954,Central Bengaluru,,false,false,true,20
MC-R-0103,MCCTNS Camera Manyata Tech Park 103,MCCTNS_RWA,13.05,77.611915,North Bengaluru,,false,false,true,20
MC-R-0381,MCCTNS Camera Whitefield 381,MCCTNS_RWA,12.971559,77.7,Bengaluru Urban,,false,false,true,20
BATCS-0100,Traffic Signal Camera 100,BATCS,12.959718,77.649328,East Bengaluru,,true,false,true,80
MC-R-0363,MCCTNS Camera Malleshwaram 363,MCCTNS_RWA,13.005734,77.554057,North Bengaluru,,false,false,true,20
BATCS-0365,Traffic Signal Camera 365,BATCS,12.98176,77.631253,Central Bengaluru,,true,false,true,80
MC-P-0514,MCCTNS Camera JP Nagar 514,MCCTNS_Private,12.918458,77.594598,South Bengaluru,,false,false,true,20
SC-0257,Safe City Camera 257 - KR Puram,Safe_City,13.007636,77.697239,North Bengaluru,KR Puram,true,true,false,50
SC-0291,Safe City Camera 291 - HSR Layout,Safe_City,12.911832,77.636814,South Bengaluru,HSR Layout,true,true,true,50
MC-P-0379,MCCTNS Camera Whitefield 379,MCCTNS_Private,12.982119,77.7,Bengaluru Urban,,false,false,true,20
MC-R-0172,MCCTNS Camera Commercial Street 172,MCCTNS_RWA,12.984952,77.600453,Central Bengaluru,,false,false,true,20
BATCS-0290,Traffic Signal Camera 290,BATCS,12.975265,77.57643,Central Bengaluru,,true,false,true,80
MC-R-0272,MCCTNS Camera Commercial Street 272,MCCTNS_RWA,12.997101,77.606564,Central Bengaluru,,false,false,true,20
BATCS-0009,Traffic Signal Camera 9,BATCS,12.930347,77.54349,Bengaluru Urban,Banashankari,true,false,true,80
MC-P-0326,MCCTNS Camera Jayanagar 326,MCCTNS_Private,12.927883,77.583289,South Bengaluru,Jayanagar,false,false,true,20
BATCS-0096,Traffic Signal Camera 96,BATCS,12.92824,77.600659,South Bengaluru,,true,false,true,80
BATCS-0323,Traffic Signal Camera 323,BATCS,12.990282,77.58864,Central Bengaluru,,true,false,true,80
BATCS-0050,Traffic Signal Camera 50,BATCS,12.957646,77.534016,Bengaluru Urban,,true,false,true,80
BATCS-0047,Traffic Signal Camera 47,BATCS,12.971837,77.606868,Central Bengaluru,MG Road,true,false,false,80
SC-0096,Safe City Camera 96,Safe_City,12.975009,77.576438,Central Bengaluru,,true,true,true,50
MC-P-0565,MCCTNS Camera Rajajinagar 565,MCCTNS_Private,12.998379,77.555219,Central Bengaluru,Rajajinagar,false,false,false,20
MC-R-0320,MCCTNS Camera BTM Layout 320,MCCTNS_RWA,12.931563,77.601279,East Bengaluru,,false,false,true,20
MC-P-0526,MCCTNS Camera Rajajinagar 526,MCCTNS_Private,12.998449,77.555179,Central Bengaluru,Rajajinagar,false,false,true,20
MC-R-0175,MCCTNS Camera BTM Layout 175,MCCTNS_RWA,12.91956,77.607516,South Bengaluru,BTM Layout,false,false,true,20
MC-P-0131,MCCTNS Camera Commercial Street 131,MCCTNS_Private,12.965745,77.606725,East Bengaluru,,false,false,true,20
BATCS-0276,Traffic Signal Camera 276,BATCS,12.923731,77.640065,South Bengaluru,,true,false,true,80
MC-R-0133,MCCTNS Camera Malleshwaram 133,MCCTNS_RWA,13.012286,77.568982,North Bengaluru,,false,false,true,20
BATCS-0034,Traffic Signal Camera 34,BATCS,12.999118,77.541145,Bengaluru Urban,,true,false,true,80
SC-0254,Safe City Camera 254,Safe_City,12.884556,77.596599,Bengaluru Urban,,true,true,true,50
MC-C-0100,MCCTNS Camera Jayanagar 100,MCCTNS_Commercial,12.927862,77.586422,South Bengaluru,Jayanagar,false,false,true,20
MC-C-0021,MCCTNS Camera BTM Layout 21,MCCTNS_Commercial,12.904266,77.602649,South Bengaluru,,false,false,true,20
BATCS-0193,Traffic Signal Camera 193,BATCS,12.966182,77.535553,Bengaluru Urban,,true,false,false,80
BATCS-0317,Traffic Signal Camera 317,BATCS,12.960454,77.571709,Bengaluru Urban,,true,false,true,80
MC-R-0013,MCCTNS Camera BTM Layout 13,MCCTNS_RWA,12.913892,77.604235,South Bengaluru,BTM Layout,false,false,true,20
MC-C-0200,MCCTNS Camera BTM Layout 200,MCCTNS_Commercial,12.911704,77.606961,South Bengaluru,BTM Layout,false,false,true,20
MC-R-0079,MCCTNS Camera Rajajinagar 79,MCCTNS_RWA,13.006061,77.543717,North Bengaluru,,false,false,true,20
BATCS-0067,Traffic Signal Camera 67,BATCS,12.990723,77.613941,Central Bengaluru,,true,false,true,80
BATCS-0110,Traffic Signal Camera 110,BATCS,12.906139,77.594954,South Bengaluru,,true,false,true,80
SC-0155,Safe City Camera 155,Safe_City,12.975469,77.575348,Central Bengaluru,,true,true,true,50
BATCS-0167,Traffic Signal Camera 167,BATCS,12.962284,77.594337,Bengaluru Urban,,true,false,true,80
MC-C-0209,MCCTNS Camera Whitefield 209,MCCTNS_Commercial,12.974199,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0488,MCCTNS Camera Banashankari 488,MCCTNS_Private,12.927836,77.534459,South Bengaluru,,false,false,true,20
MC-R-0310,MCCTNS Camera Whitefield 310,MCCTNS_RWA,12.971196,77.7,Bengaluru Urban,,false,false,true,20
BATCS-0344,Traffic Signal Camera 344,BATCS,12.954972,77.580041,Bengaluru Urban,,true,false,true,80
MC-R-0137,MCCTNS Camera Jayanagar 137,MCCTNS_RWA,12.930267,77.581799,Bengaluru Urban,Jayanagar,false,false,true,20
MC-R-0032,MCCTNS Camera Malleshwaram 32,MCCTNS_RWA,12.997783,77.572181,Central Bengaluru,Malleshwaram,false,false,true,20
MC-P-0094,MCCTNS Camera Electronic City 94,MCCTNS_Private,12.85,77.670151,Bengaluru Urban,,false,false,true,20
MC-R-0053,MCCTNS Camera JP Nagar 53,MCCTNS_RWA,12.924661,77.5918,South Bengaluru,,false,false,true,20
BATCS-0112,Traffic Signal Camera 112,BATCS,12.948184,77.568141,Bengaluru Urban,,true,false,true,80
BATCS-0277,Traffic Signal Camera 277,BATCS,12.987669,77.550128,Central Bengaluru,,true,false,true,80
MC-R-0324,MCCTNS Camera Rajajinagar 324,MCCTNS_RWA,13.000223,77.556047,North Bengaluru,Rajajinagar,false,false,true,20
MC-P-0628,MCCTNS Camera Commercial Street 628,MCCTNS_Private,12.983238,77.595739,Central Bengaluru,,false,false,true,20
MC-P-0522,MCCTNS Camera Banashankari 522,MCCTNS_Private,12.939345,77.551495,Bengaluru Urban,,false,false,true,20
MC-C-0145,MCCTNS Camera Electronic City 145,MCCTNS_Commercial,12.85,77.678387,Bengaluru Urban,,false,false,true,20
MC-R-0023,MCCTNS Camera Rajajinagar 23,MCCTNS_RWA,12.998893,77.555329,Central Bengaluru,Rajajinagar,false,false,true,20
BATCS-0169,Traffic Signal Camera 169,BATCS,12.981908,77.586731,Central Bengaluru,,true,false,true,80
MC-P-0206,MCCTNS Camera Malleshwaram 206,MCCTNS_Private,12.999769,77.562074,Central Bengaluru,Rajajinagar,false,false,true,20
SC-0015,Safe City Camera 15,Safe_City,12.973121,77.647115,Central Bengaluru,,true,true,true,50
MC-R-0016,MCCTNS Camera Jayanagar 16,MCCTNS_RWA,12.913448,77.591898,South Bengaluru,,false,false,true,20
MC-R-0374,MCCTNS Camera Banashankari 374,MCCTNS_RWA,12.92123,77.56193,South Bengaluru,,false,false,true,20
BATCS-0321,Traffic Signal Camera 321,BATCS,12.976409,77.602041,Central Bengaluru,,true,false,true,80
MC-P-0360,MCCTNS Camera Commercial Street 360,MCCTNS_Private,12.982733,77.613941,Central Bengaluru,Commercial Street,false,false,true,20
SC-0080,Safe City Camera 80,Safe_City,12.966103,77.587115,Bengaluru Urban,,true,true,true,50
BATCS-0080,Traffic Signal Camera 80,BATCS,12.955963,77.691821,East Bengaluru,,true,false,true,80
MC-R-0319,MCCTNS Camera Jayanagar 319,MCCTNS_RWA,12.940633,77.587678,Bengaluru Urban,,false,false,true,20
MC-R-0105,MCCTNS Camera Banashankari 105,MCCTNS_RWA,12.939909,77.557506,Bengaluru Urban,,false,false,true,20
BATCS-0189,Traffic Signal Camera 189,BATCS,12.971614,77.635999,Central Bengaluru,,true,false,true,80
SC-0002,Safe City Camera 2,Safe_City,12.981132,77.59722,Central Bengaluru,,true,true,true,50
MC-P-0054,MCCTNS Camera Jayanagar 54,MCCTNS_Private,12.936017,77.595464,Bengaluru Urban,,false,false,true,20
MC-C-0020,MCCTNS Camera Rajajinagar 20,MCCTNS_Commercial,13.007663,77.569936,North Bengaluru,Malleshwaram,false,false,true,20
SC-0234,Safe City Camera 234,Safe_City,12.936832,77.58042,Bengaluru Urban,,true,true,true,50
SC-0011,Safe City Camera 11,Safe_City,12.981731,77.596792,Central Bengaluru,,true,true,true,50
MC-R-0375,MCCTNS Camera Electronic City 375,MCCTNS_RWA,12.85,77.685932,Bengaluru Urban,,false,false,true,20
BATCS-0129,Traffic Signal Camera 129,BATCS,12.931461,77.61392,East Bengaluru,,true,false,true,80
MC-P-0039,MCCTNS Camera Banashankari 39,MCCTNS_Private,12.922554,77.549082,South Bengaluru,Banashankari,false,false,true,20
SC-0135,Safe City Camera 135,Safe_City,12.98525,77.589183,Central Bengaluru,,true,true,true,50
MC-C-0175,MCCTNS Camera Manyata Tech Park 175,MCCTNS_Commercial,13.05,77.616096,North Bengaluru,Manyata Tech Park,false,false,true,20
MC-P-0616,MCCTNS Camera BTM Layout 616,MCCTNS_Private,12.919393,77.607151,South Bengaluru,BTM Layout,false,false,true,20
BATCS-0161,Traffic Signal Camera 161,BATCS,12.884363,77.59658,Bengaluru Urban,,true,false,true,80
MC-P-0290,MCCTNS Camera Electronic City 290,MCCTNS_Private,12.85,77.673854,Bengaluru Urban,,false,false,true,20
MC-P-0376,MCCTNS Camera Malleshwaram 376,MCCTNS_Private,13.011828,77.558033,North Bengaluru,,false,false,true,20
BATCS-0314,Traffic Signal Camera 314,BATCS,13.002112,77.612214,North Bengaluru,,true,false,true,80
SC-0114,Safe City Camera 114,Safe_City,12.974584,77.549085,Bengaluru Urban,,true,true,false,50
MC-C-0139,MCCTNS Camera Commercial Street 139,MCCTNS_Commercial,12.979622,77.59265,Central Bengaluru,,false,false,true,20
MC-R-0325,MCCTNS Camera Whitefield 325,MCCTNS_RWA,12.974684,77.7,Bengaluru Urban,,false,false,true,20
