plate_number,fir_case_number,crime_type,alert_active,alert_priority
KA-44-A-5294,KAR/BEN/2024/0949,vehicle_theft,true,medium
KA-23-N-6739,KAR/KOL/2024/0955,chain_snatching,false,medium
KA-10-B-4360,KAR/DAV/2024/0956,robbery,true,medium
KA-07-B-8171,KAR/BEN/2024/0957,robbery,true,medium
KA-43-KA-8831,KAR/BAL/2024/0959,chain_snatching,true,medium
KA-18-KB-4226,KAR/TUM/2024/0960,vehicle_theft,true,medium
KA-55-N-5075,KAR/BEN/2024/0961,vehicle_theft,true,medium
KA-53-B-2962,KAR/BID/2024/0963,robbery,true,medium
KA-25-KA-8050,KAR/RAI/2024/0966,vehicle_theft,true,medium
KA-53-B-2764,KAR/VIJ/2024/0967,chain_snatching,false,medium
KA-33-N-1523,KAR/KOL/2024/0968,chain_snatching,true,medium
KA-55-B-7435,KAR/TUM/2024/0971,robbery,false,medium
KA-15-P-1813,KAR/BEN/2024/0972,vehicle_theft,false,medium
KA-03-P-2801,KAR/BEN/2024/0975,vehicle_theft,true,medium
KA-33-A-6644,KAR/HAS/2024/0978,vehicle_theft,true,medium
KA-38-P-7085,KAR/BEN/2024/0980,chain_snatching,false,medium
KA-09-KB-3467,KAR/BEN/2024/0982,robbery,true,medium
KA-14-KB-2439,KAR/BEN/2024/0985,vehicle_theft,false,medium
KA-17-KB-7212,KAR/BEN/2024/0986,vehicle_theft,false,medium
KA-27-KA-8567,KAR/BEN/2024/0991,vehicle_theft,true,medium
KA-18-N-8569,KAR/DAV/2024/0993,vehicle_theft,true,medium
KA-52-B-4433,KAR/BEN/2024/0994,vehicle_theft,true,medium
KA-44-A-4685,KAR/BEN/2024/0995,chain_snatching,true,medium
KA-26-A-7404,KAR/DAV/2024/1002,robbery,false,medium
KA-27-N-4179,KAR/DAV/2024/1004,robbery,true,medium
KA-02-N-3474,KAR/MAN/2024/1009,chain_snatching,true,medium
KA-07-A-4735,KAR/VIJ/2024/1010,chain_snatching,true,medium
KA-53-P-2445,KAR/BEN/2024/1011,vehicle_theft,true,medium
KA-15-B-4495,KAR/DAV/2024/1013,chain_snatching,true,medium
KA-48-M-9686,KAR/BEN/2024/1014,vehicle_theft,true,medium
KA-25-N-7061,KAR/BEN/2024/1016,vehicle_theft,true,medium
KA-25-P-1833,KAR/MYS/2024/1017,robbery,true,medium
KA-54-P-6369,KAR/BEL/2024/1018,robbery,true,medium
KA-36-A-8016,KAR/BEN/2024/1021,robbery,true,medium
KA-05-A-7231,KAR/TUM/2024/1023,vehicle_theft,true,medium
KA-31-KA-7779,KAR/MAN/2024/1027,chain_snatching,true,medium
KA-06-KB-7084,KAR/KOL/2024/1030,vehicle_theft,true,medium
KA-01-M-4319,KAR/CHI/2024/1031,robbery,true,medium
KA-55-M-1380,KAR/DAV/2024/1033,vehicle_theft,false,medium
KA-50-A-8248,KAR/BEN/2024/1035,vehicle_theft,true,medium
KA-43-N-9065,KAR/SHI/2024/1037,chain_snatching,true,medium
KA-15-P-5453,KAR/UDU/2024/1040,vehicle_theft,true,medium
KA-16-M-1094,KAR/BID/2024/1041,vehicle_theft,true,medium
KA-02-A-1016,KAR/BAL/2024/1042,vehicle_theft,false,medium
KA-48-M-2814,KAR/MAN/2024/1044,robbery,false,medium
KA-22-B-9063,KAR/KOP/2024/1050,vehicle_theft,true,medium
KA-55-M-7810,KAR/KOL/2024/1051,robbery,false,medium
KA-30-M-9122,KAR/BEN/2024/1054,robbery,true,medium
KA-36-N-9344,KAR/BEN/2024/1058,vehicle_theft,true,medium
KA-16-B-3190,KAR/VIJ/2024/1061,chain_snatching,true,medium
KA-44-M-8217,KAR/HAS/2024/1064,chain_snatching,false,medium
KA-55-P-3064,KAR/BEN/2024/1065,chain_snatching,true,medium
KA-35-N-3347,KAR/BEN/2024/1068,vehicle_theft,false,medium
KA-33-N-5894,KAR/BEN/2024/1070,vehicle_theft,true,medium
KA-53-KB-6994,KAR/KOL/2024/1074,vehicle_theft,false,medium
KA-23-KA-8451,KAR/BEN/2024/1078,robbery,true,medium
KA-51-N-2365,KAR/BID/2024/1080,chain_snatching,true,medium
KA-31-A-9412,KAR/MAN/2024/1082,chain_snatching,true,medium
KA-17-M-5306,KAR/VIJ/2024/1083,robbery,false,medium
KA-18-M-3707,KAR/CHI/2024/1084,vehicle_theft,true,medium
KA-41-B-2468,KAR/DAV/2024/1086,chain_snatching,true,medium
KA-17-B-9252,KAR/BEN/2024/1090,robbery,true,medium
KA-28-A-5640,KAR/BEN/2024/1093,chain_snatching,true,medium
KA-51-KB-3310,KAR/BEN/2024/1095,vehicle_theft,true,medium
KA-22-N-4535,KAR/KOL/2024/1097,chain_snatching,false,medium
KA-23-A-3878,KAR/BEN/2024/1098,robbery,true,medium
KA-32-M-4137,KAR/MYS/2024/1100,vehicle_theft,true,medium
KA-22-KB-6545,KAR/VIJ/2024/1101,vehicle_theft,true,medium
KA-13-P-8243,KAR/BEN/2024/1104,vehicle_theft,true,medium
KA-02-A-7849,KAR/RAI/2024/1105,vehicle_theft,true,medium
KA-09-KB-8851,KAR/BEN/2024/1106,chain_snatching,true,medium
KA-04-N-1143,KAR/BEN/2024/1107,chain_snatching,false,medium
KA-42-A-1295,KAR/VIJ/2024/1108,chain_snatching,true,medium
KA-41-B-4300,KAR/MYS/2024/1111,vehicle_theft,true,medium
KA-23-M-7412,KAR/KOP/2024/1115,chain_snatching,false,medium
KA-30-B-1072,KAR/BEN/2024/1116,robbery,false,medium
KA-26-N-7745,KAR/KAL/2024/1117,chain_snatching,true,medium
KA-52-KA-9711,KAR/MAN/2024/1118,chain_snatching,true,medium
KA-42-B-3324,KAR/BEN/2024/1124,robbery,true,medium
KA-41-N-9121,KAR/BEN/2024/1127,chain_snatching,false,medium
KA-34-N-2382,KAR/BEN/2024/1129,vehicle_theft,false,medium
KA-47-B-5577,KAR/BEN/2024/1131,vehicle_theft,true,medium
KA-29-M-8473,KAR/BEL/2024/1132,chain_snatching,true,medium
KA-47-P-4217,KAR/BEN/2024/1136,robbery,true,medium
KA-10-KB-6190,KAR/TUM/2024/1137,vehicle_theft,true,medium
KA-20-M-7268,KAR/DAV/2024/1139,robbery,true,medium
KA-19-M-2628,KAR/DAV/2024/1140,robbery,false,medium
KA-25-M-6333,KAR/RAI/2024/1141,robbery,false,medium
KA-24-KB-9491,KAR/TUM/2024/1144,vehicle_theft,true,medium
KA-15-N-7728,KAR/BEN/2024/1146,vehicle_theft,false,medium
KA-40-M-1172,KAR/SHI/2024/1150,vehicle_theft,true,medium
KA-48-M-9837,KAR/KAL/2024/1151,vehicle_theft,true,medium
KA-01-N-7658,KAR/CHI/2024/1154,chain_snatching,false,medium
KA-01-KB-6691,KAR/BEN/2024/1157,chain_snatching,true,medium
KA-20-KA-9974,KAR/CHI/2024/1158,vehicle_theft,true,medium
KA-45-A-3585,KAR/VIJ/2024/1161,vehicle_theft,true,medium
KA-37-KA-8993,KAR/BEN/2024/1163,vehicle_theft,false,medium
KA-38-KA-1913,KAR/BEN/2024/1164,vehicle_theft,true,medium
KA-55-N-1275,KAR/BEN/2024/1165,vehicle_theft,true,medium
KA-30-P-5322,KAR/MAN/2024/1166,vehicle_theft,true,medium
KA-07-N-6005,KAR/SHI/2024/1171,vehicle_theft,true,medium
KA-08-P-7805,KAR/HAS/2024/1175,chain_snatching,false,medium
KA-07-KA-4509,KAR/VIJ/2024/1180,vehicle_theft,false,medium
KA-29-KA-3236,KAR/BEN/2024/1181,robbery,true,medium
KA-03-M-1402,KAR/BAL/2024/1183,chain_snatching,true,medium
KA-48-KB-6397,KAR/BID/2024/1184,chain_snatching,false,medium
KA-40-KA-3847,KAR/UDU/2024/1185,robbery,true,medium
KA-35-KB-7646,KAR/BEN/2024/1186,vehicle_theft,true,medium
KA-51-KA-6697,KAR/BEN/2024/1188,robbery,true,medium
KA-23-P-6386,KAR/BEN/2024/1189,robbery,true,medium
KA-36-N-7990,KAR/BEN/2024/1190,chain_snatching,true,medium
KA-05-M-1355,KAR/CHI/2024/1191,chain_snatching,true,medium
KA-41-P-4674,KAR/BEN/2024/1192,vehicle_theft,true,medium
KA-46-M-6141,KAR/DAV/2024/1193,chain_snatching,true,medium
KA-37-KB-6170,KAR/KAL/2024/1194,vehicle_theft,false,medium
KA-16-KB-3786,KAR/UDU/2024/1195,chain_snatching,true,medium
KA-40-M-9660,KAR/RAI/2024/1196,chain_snatching,true,medium
KA-13-B-1311,KAR/MAN/2024/1197,vehicle_theft,true,medium
KA-12-M-2565,KAR/DAV/2024/1198,vehicle_theft,false,medium
KA-27-A-9266,KAR/MAN/2024/1201,robbery,true,medium
KA-19-N-4202,KAR/BEN/2024/1204,vehicle_theft,true,medium
KA-35-B-9847,KAR/BEN/2024/1205,vehicle_theft,true,medium
KA-13-B-6987,KAR/VIJ/2024/1207,vehicle_theft,false,medium
KA-37-B-3449,KAR/BID/2024/1211,chain_snatching,false,medium
KA-01-M-7174,KAR/KOL/2024/1213,vehicle_theft,true,medium
KA-44-A-7085,KAR/HAS/2024/1215,chain_snatching,true,medium
KA-50-B-5585,KAR/HAS/2024/1216,chain_snatching,true,medium
KA-46-B-8660,KAR/BEN/2024/1217,robbery,true,medium
KA-26-A-3055,KAR/BEN/2024/1238,vehicle_theft,false,medium
KA-30-KA-9475,KAR/BEN/2024/1241,vehicle_theft,true,medium
KA-30-M-6952,KAR/BEN/2024/1246,chain_snatching,true,medium
KA-47-B-2192,KAR/KAL/2024/1247,vehicle_theft,true,medium
KA-40-P-8796,KAR/HUB/2024/1253,robbery,true,medium
KA-49-B-7124,KAR/BEN/2024/1257,vehicle_theft,true,medium
KA-15-N-3853,KAR/MAN/2024/1259,robbery,true,medium
KA-34-KA-2828,KAR/MAN/2024/1260,robbery,true,medium
KA-09-M-9312,KAR/HAS/2024/1263,robbery,true,medium
KA-39-M-3634,KAR/SHI/2024/1265,vehicle_theft,false,medium
KA-31-KA-8123,KAR/DAV/2024/1269,vehicle_theft,true,medium
KA-45-M-8246,KAR/BEN/2024/1272,robbery,false,medium
KA-18-B-1138,KAR/BEN/2024/1275,vehicle_theft,true,medium
KA-18-KB-3452,KAR/BEN/2024/1277,chain_snatching,true,medium
KA-29-M-3870,KAR/BEN/2024/1279,vehicle_theft,true,medium
KA-39-B-5287,KAR/BEN/2024/1285,robbery,true,medium
KA-23-A-9173,KAR/BEL/2024/1287,robbery,false,medium
KA-38-B-2250,KAR/BAL/2024/1289,chain_snatching,true,medium
KA-30-A-7115,KAR/HAS/2024/1290,robbery,true,medium
KA-38-KA-8064,KAR/BEN/2024/1291,chain_snatching,true,medium
KA-14-A-2876,KAR/BEL/2024/1292,robbery,false,medium
KA-18-M-4886,KAR/BEN/2024/1296,chain_snatching,true,medium
KA-17-N-9813,KAR/VIJ/2024/1298,robbery,true,medium
KA-23-A-4331,KAR/KOP/2024/1299,chain_snatching,true,medium
KA-44-B-4485,KAR/BEN/2024/1302,vehicle_theft,true,medium
KA-24-B-2931,KAR/KAL/2024/1303,vehicle_theft,true,medium
KA-16-A-1716,KAR/BEN/2024/1304,chain_snatching,true,medium
KA-41-A-7506,KAR/KOP/2024/1305,vehicle_theft,true,medium
KA-04-B-1080,KAR/SHI/2024/1306,vehicle_theft,true,medium
KA-14-KB-3783,KAR/BEN/2024/1307,chain_snatching,false,medium
KA-45-M-6158,KAR/RAI/2024/1309,vehicle_theft,true,medium
KA-29-M-6133,KAR/BEN/2024/1312,vehicle_theft,true,medium
KA-24-N-8113,KAR/BEN/2024/1313,robbery,true,medium
KA-25-KA-1383,KAR/CHI/2024/1316,chain_snatching,true,medium
KA-21-KA-5340,KAR/BEN/2024/1317,chain_snatching,true,medium
KA-26-KA-2385,KAR/VIJ/2024/1320,vehicle_theft,true,medium
KA-26-B-4775,KAR/BID/2024/1321,vehicle_theft,true,medium
KA-27-KB-5469,KAR/SHI/2024/1322,chain_snatching,true,medium
KA-36-A-3205,KAR/BEL/2024/1325,vehicle_theft,true,medium
KA-34-P-1826,KAR/TUM/2024/1328,vehicle_theft,true,medium
KA-21-KA-5864,KAR/BID/2024/1329,vehicle_theft,false,medium
KA-55-KA-2051,KAR/SHI/2024/1334,chain_snatching,true,medium
KA-14-P-1446,KAR/MAN/2024/1336,robbery,true,medium
KA-07-P-5549,KAR/RAI/2024/1338,chain_snatching,true,medium
KA-13-M-7911,KAR/BEN/2024/1340,chain_snatching,true,medium
KA-27-P-1259,KAR/HAS/2024/1341,chain_snatching,true,medium
KA-47-M-2808,KAR/SHI/2024/1343,vehicle_theft,true,medium
KA-45-KB-2565,KAR/KOP/2024/1354,vehicle_theft,true,medium
KA-29-KA-1190,KAR/MYS/2024/1356,robbery,true,medium
KA-31-P-9712,KAR/VIJ/2024/1360,vehicle_theft,true,medium
KA-53-KA-5112,KAR/BEN/2024/1361,robbery,true,medium
KA-39-B-9771,KAR/BEN/2024/1365,vehicle_theft,true,medium
KA-42-KA-2912,KAR/MAN/2024/1368,vehicle_theft,true,medium
KA-39-P-7886,KAR/KAL/2024/1370,robbery,true,medium
KA-21-KA-9370,KAR/BEN/2024/1371,vehicle_theft,true,medium
KA-06-A-7944,KAR/BEN/2024/1372,chain_snatching,true,medium
KA-46-KA-2579,KAR/BEN/2024/1374,vehicle_theft,true,medium
KA-11-M-7347,KAR/BEN/2024/1375,vehicle_theft,true,medium
KA-04-P-3750,KAR/BEN/2024/1376,chain_snatching,true,medium
KA-47-N-3401,KAR/BID/2024/1381,chain_snatching,true,medium
KA-01-KA-2431,KAR/BEN/2024/1382,vehicle_theft,true,medium
KA-17-M-7987,KAR/BEN/2024/1386,chain_snatching,true,medium
KA-26-A-6469,KAR/BEL/2024/1388,vehicle_theft,true,medium
KA-16-N-9609,KAR/TUM/2024/1396,robbery,true,medium
KA-14-N-7189,KAR/BEN/2024/1397,chain_snatching,true,medium
KA-48-KB-7456,KAR/BAL/2024/1398,chain_snatching,true,medium
KA-17-P-5590,KAR/TUM/2024/1400,vehicle_theft,true,medium
KA-23-N-6397,KAR/BEN/2024/1401,robbery,true,medium
KA-21-P-6533,KAR/DAV/2024/1415,chain_snatching,true,medium
KA-26-B-7340,KAR/MYS/2024/1417,vehicle_theft,true,medium
KA-11-B-9093,KAR/BEN/2024/1421,chain_snatching,false,medium
KA-28-P-5584,KAR/BEN/2024/1423,vehicle_theft,false,medium
KA-14-A-8088,KAR/BEN/2024/1424,vehicle_theft,true,medium
KA-55-P-3608,KAR/BEN/2024/1425,robbery,true,medium
KA-33-P-6903,KAR/MYS/2024/1426,vehicle_theft,true,medium
KA-55-KB-3062,KAR/KOP/2024/1427,vehicle_theft,false,medium
KA-36-A-6677,KAR/BID/2024/1428,chain_snatching,true,medium
KA-36-N-9992,KAR/KAL/2024/1432,vehicle_theft,true,medium
KA-18-P-1429,KAR/RAI/2024/1433,vehicle_theft,true,medium
KA-17-N-6358,KAR/KOP/2024/1434,robbery,true,medium
KA-36-N-6759,KAR/BEN/2024/1437,robbery,true,medium
KA-33-KA-3790,KAR/DAV/2024/1447,chain_snatching,true,medium
KA-50-A-4190,KAR/BEN/2024/1448,robbery,true,medium
KA-06-P-8430,KAR/KOL/2024/1451,vehicle_theft,true,medium
KA-08-B-8731,KAR/BEN/2024/1453,vehicle_theft,false,medium
KA-01-B-4118,KAR/BEN/2024/1459,vehicle_theft,true,medium
KA-54-P-9300,KAR/BEN/2024/1462,chain_snatching,true,medium
KA-29-A-4383,KAR/SHI/2024/1465,vehicle_theft,false,medium
KA-26-A-8466,KAR/BEN/2024/1469,vehicle_theft,true,medium
KA-55-B-2857,KAR/SHI/2024/1471,vehicle_theft,true,medium
KA-38-P-5258,KAR/TUM/2024/1473,chain_snatching,true,medium
KA-25-N-7028,KAR/BEL/2024/1478,vehicle_theft,true,medium
KA-28-KA-2992,KAR/BEN/2024/1480,robbery,true,medium
KA-13-N-1437,KAR/MAN/2024/1481,chain_snatching,true,medium
KA-13-M-9169,KAR/BEN/2024/1483,vehicle_theft,true,medium
KA-48-P-1361,KAR/UDU/2024/1485,vehicle_theft,false,medium
KA-43-KB-8854,KAR/HUB/2024/1493,chain_snatching,true,medium
KA-28-N-8652,KAR/CHI/2024/1494,vehicle_theft,true,medium
KA-13-A-6996,KAR/BEN/2024/1496,vehicle_theft,false,medium
KA-55-M-2143,KAR/SHI/2024/1497,vehicle_theft,true,medium
KA-41-KA-9928,KAR/KOL/2024/1498,robbery,false,medium
KA-17-KA-7288,KAR/BEN/2024/1501,robbery,true,medium
KA-53-A-5123,KAR/VIJ/2024/1502,vehicle_theft,true,medium
KA-31-M-8063,KAR/BEN/2024/1504,chain_snatching,true,medium
KA-50-M-6066,KAR/CHI/2024/1505,robbery,true,medium
KA-19-KB-7144,KAR/BEN/2024/1507,vehicle_theft,true,medium
KA-15-P-6413,KAR/BEN/2024/1511,chain_snatching,true,medium
KA-26-N-6962,KAR/TUM/2024/1512,chain_snatching,false,medium
KA-25-A-5492,KAR/MAN/2024/1514,vehicle_theft,true,medium
KA-02-P-7960,KAR/UDU/2024/1515,robbery,true,medium
KA-12-M-2256,KAR/MAN/2024/1516,vehicle_theft,true,medium
KA-54-M-6767,KAR/KOL/2024/1518,robbery,false,medium
KA-08-M-2449,KAR/BEN/2024/1521,chain_snatching,true,medium
KA-16-B-1615,KAR/KOL/2024/1526,chain_snatching,true,medium
KA-14-P-9626,KAR/HAS/2024/1528,vehicle_theft,true,medium
KA-08-A-4714,KAR/BAL/2024/1530,vehicle_theft,true,medium
KA-14-KB-1805,KAR/BEN/2024/1531,chain_snatching,true,medium
KA-33-P-9481,KAR/KOL/2024/1532,robbery,true,medium
KA-38-B-3316,KAR/KAL/2024/1538,vehicle_theft,true,medium
KA-45-KA-2393,KAR/BEN/2024/1539,vehicle_theft,false,medium
KA-13-B-4228,KAR/MAN/2024/1547,robbery,true,medium
KA-16-KB-6445,KAR/CHI/2024/1548,vehicle_theft,true,medium
KA-16-B-8241,KAR/BEN/2024/1555,chain_snatching,false,medium
KA-52-KA-9827,KAR/BEN/2024/1563,chain_snatching,false,medium
KA-53-KB-9170,KAR/MAN/2024/1566,vehicle_theft,true,medium
KA-08-M-4701,KAR/KOL/2024/1567,vehicle_theft,true,medium
KA-23-A-2946,KAR/DAV/2024/1578,vehicle_theft,true,medium
KA-22-M-2667,KAR/HUB/2024/1579,robbery,false,medium
KA-51-M-6898,KAR/KOL/2024/1584,chain_snatching,true,medium
KA-26-KB-9515,KAR/RAI/2024/1588,chain_snatching,true,medium
KA-22-A-2998,KAR/BEN/2024/1589,chain_snatching,false,medium
KA-20-KB-2406,KAR/BAL/2024/1590,vehicle_theft,true,medium
KA-36-KB-2634,KAR/UDU/2024/1591,vehicle_theft,true,medium
KA-53-A-8417,KAR/BEN/2024/1594,vehicle_theft,true,medium
KA-16-KB-5735,KAR/BEL/2024/1595,vehicle_theft,true,medium
KA-32-KA-9540,KAR/VIJ/2024/1596,robbery,true,medium
KA-38-A-6579,KAR/KOP/2024/1597,chain_snatching,true,medium
KA-06-M-9555,KAR/BEN/2024/1601,vehicle_theft,true,medium
KA-11-N-2293,KAR/BEN/2024/1604,vehicle_theft,true,medium
KA-03-KA-7714,KAR/CHI/2024/1605,vehicle_theft,true,medium
KA-10-KB-6072,KAR/SHI/2024/1608,robbery,false,medium
KA-49-N-9759,KAR/BEL/2024/1611,chain_snatching,true,medium
KA-20-N-9833,KAR/KOL/2024/1613,vehicle_theft,false,medium
KA-14-KB-9638,KAR/MYS/2024/1614,chain_snatching,true,medium
KA-18-B-7631,KAR/KAL/2024/1617,chain_snatching,true,medium
KA-16-A-3971,KAR/BEN/2024/1621,vehicle_theft,true,medium
KA-18-A-7904,KAR/MAN/2024/1622,vehicle_theft,true,medium
KA-03-KB-7069,KAR/BEN/2024/1623,vehicle_theft,true,medium
KA-32-B-9931,KAR/HAS/2024/1626,vehicle_theft,true,medium
KA-03-KB-7246,KAR/BEN/2024/1628,vehicle_theft,false,medium
KA-24-KB-9950,KAR/BEN/2024/1630,vehicle_theft,false,medium
KA-03-KA-7322,KAR/BEN/2024/1635,vehicle_theft,false,medium
KA-40-A-2509,KAR/BEN/2024/1636,chain_snatching,true,medium
KA-54-KA-1865,KAR/HAS/2024/1638,chain_snatching,true,medium
KA-09-N-8115,KAR/SHI/2024/1639,vehicle_theft,true,medium
KA-46-A-9241,KAR/BEN/2024/1640,vehicle_theft,true,medium
KA-44-B-5052,KAR/MAN/2024/1644,vehicle_theft,true,medium
KA-49-B-8794,KAR/HAS/2024/1646,vehicle_theft,true,medium
KA-10-KB-4354,KAR/UDU/2024/1648,robbery,true,medium
KA-10-KA-5983,KAR/RAI/2024/1650,vehicle_theft,true,medium
KA-30-KB-9689,KAR/MAN/2024/1653,vehicle_theft,true,medium
KA-10-KB-3369,KAR/BEN/2024/1654,vehicle_theft,true,medium
KA-15-B-1914,KAR/BEN/2024/1657,chain_snatching,true,medium
KA-48-KB-8929,KAR/CHI/2024/1660,robbery,true,medium
KA-28-M-1657,KAR/KAL/2024/1662,robbery,true,medium
KA-25-B-7042,KAR/BAL/2024/1664,chain_snatching,true,medium
KA-11-A-5165,KAR/RAI/2024/1667,vehicle_theft,false,medium
KA-48-A-7844,KAR/MAN/2024/1668,vehicle_theft,true,medium
KA-07-KB-2578,KAR/TUM/2024/1669,vehicle_theft,true,medium
KA-06-KB-5583,KAR/MAN/2024/1671,chain_snatching,true,medium
KA-12-B-6016,KAR/TUM/2024/1673,chain_snatching,true,medium
KA-52-A-9112,KAR/BEN/2024/1675,vehicle_theft,false,medium
KA-25-KB-7118,KAR/HAS/2024/1676,vehicle_theft,true,medium
KA-05-KB-3839,KAR/KAL/2024/1678,vehicle_theft,true,medium
KA-08-A-3982,KAR/TUM/2024/1679,vehicle_theft,true,medium
KA-17-N-1364,KAR/BEL/2024/1685,vehicle_theft,true,medium
KA-35-KA-2143,KAR/BEN/2024/1688,vehicle_theft,true,medium
KA-42-B-7991,KAR/MAN/2024/1691,vehicle_theft,false,medium
KA-09-B-7409,KAR/BEN/2024/1697,vehicle_theft,true,medium
KA-33-N-6930,KAR/HAS/2024/1699,vehicle_theft,true,medium
KA-05-M-5104,KAR/TUM/2024/1700,vehicle_theft,true,medium
KA-51-KB-2139,KAR/BEN/2024/1702,vehicle_theft,false,medium
KA-40-M-4510,KAR/BEN/2024/1705,robbery,true,medium
KA-51-N-9742,KAR/BEN/2024/1706,vehicle_theft,false,medium
KA-29-A-8300,KAR/BEN/2024/1707,vehicle_theft,false,medium
KA-42-M-2756,KAR/DAV/2024/1708,robbery,true,medium
KA-47-B-2246,KAR/RAI/2024/1710,robbery,true,medium
KA-01-P-6578,KAR/BEN/2024/1712,vehicle_theft,true,medium
KA-15-A-8250,KAR/DAV/2024/1713,vehicle_theft,true,medium
KA-36-N-5329,KAR/BEN/2024/1717,vehicle_theft,true,medium
KA-09-A-9421,KAR/KOP/2024/1718,vehicle_theft,true,medium
KA-21-N-2842,KAR/MAN/2024/1719,vehicle_theft,true,medium
KA-24-KA-3557,KAR/KOL/2024/1721,vehicle_theft,false,medium
KA-07-B-8665,KAR/BEL/2024/1722,robbery,true,medium
KA-06-P-4345,KAR/BEN/2024/1724,vehicle_theft,true,medium
KA-44-A-7371,KAR/MAN/2024/1725,chain_snatching,true,medium
KA-50-P-8803,KAR/SHI/2024/1727,vehicle_theft,true,medium
KA-15-P-8766,KAR/DAV/2024/1731,robbery,true,medium
KA-06-A-5580,KAR/BEN/2024/1734,chain_snatching,true,medium
KA-34-M-5271,KAR/KOP/2024/1735,vehicle_theft,true,medium
KA-30-P-4668,KAR/BID/2024/1740,vehicle_theft,true,medium
KA-09-A-3420,KAR/HAS/2024/1741,vehicle_theft,true,medium
KA-10-M-8099,KAR/CHI/2024/1743,vehicle_theft,true,medium
KA-11-M-7365,KAR/BEN/2024/1744,vehicle_theft,true,medium
KA-46-KA-4916,KAR/MAN/2024/1751,vehicle_theft,true,medium
KA-35-P-5080,KAR/BEN/2024/1752,chain_snatching,true,medium
KA-36-M-7582,KAR/MAN/2024/1757,vehicle_theft,true,medium
KA-17-P-4847,KAR/HUB/2024/1761,chain_snatching,true,medium
KA-42-N-5527,KAR/MYS/2024/1762,chain_snatching,true,medium
KA-01-N-7152,KAR/BEN/2024/1768,vehicle_theft,true,medium
KA-13-KA-5518,KAR/MYS/2024/1771,vehicle_theft,true,medium
KA-33-KB-9351,KAR/BEN/2024/1774,vehicle_theft,false,medium
KA-50-B-3946,KAR/TUM/2024/1776,vehicle_theft,false,medium
KA-32-N-7898,KAR/RAI/2024/1781,chain_snatching,true,medium
KA-20-A-6294,KAR/BEN/2024/1782,robbery,true,medium
KA-39-KB-5244,KAR/BID/2024/1784,robbery,true,medium
KA-30-KA-8035,KAR/BEN/2024/1785,chain_snatching,false,medium
KA-02-A-1793,KAR/BEN/2024/1789,vehicle_theft,false,medium
KA-46-KA-1690,KAR/MAN/2024/1792,robbery,true,medium
KA-30-KA-5346,KAR/BEN/2024/1796,robbery,true,medium
KA-45-N-3107,KAR/SHI/2024/1804,robbery,false,medium
KA-44-M-9223,KAR/TUM/2024/1805,vehicle_theft,true,medium
KA-10-P-3878,KAR/UDU/2024/1806,robbery,true,medium
KA-41-B-4835,KAR/BEL/2024/1809,vehicle_theft,true,medium
KA-28-P-8151,KAR/BID/2024/1816,vehicle_theft,false,medium
KA-01-B-4412,KAR/TUM/2024/1823,vehicle_theft,true,medium
KA-55-KB-6950,KAR/HAS/2024/1824,robbery,false,medium
KA-13-M-9687,KAR/CHI/2024/1830,chain_snatching,false,medium
KA-54-P-2935,KAR/RAI/2024/1833,robbery,true,medium
KA-51-M-1016,KAR/BEN/2024/1836,vehicle_theft,false,medium
KA-45-P-4783,KAR/BEL/2024/1837,robbery,true,medium
KA-02-P-9627,KAR/BEL/2024/1838,robbery,true,medium
KA-26-N-2207,KAR/MAN/2024/1843,chain_snatching,true,medium
KA-42-B-9024,KAR/KOP/2024/1845,vehicle_theft,true,medium
KA-35-KB-3958,KAR/UDU/2024/1851,chain_snatching,false,medium
KA-42-N-7526,KAR/RAI/2024/1858,chain_snatching,true,medium
KA-16-N-2035,KAR/CHI/2024/1859,robbery,true,medium
KA-54-M-5506,KAR/BEN/2024/1862,chain_snatching,true,medium
KA-34-P-7334,KAR/UDU/2024/1867,chain_snatching,false,medium
KA-18-KB-1941,KAR/BEN/2024/1872,vehicle_theft,true,medium
KA-46-N-6820,KAR/CHI/2024/1879,vehicle_theft,true,medium
KA-18-B-7902,KAR/MAN/2024/1880,vehicle_theft,false,medium
KA-10-KA-4753,KAR/BEN/2024/1881,vehicle_theft,true,medium
KA-17-N-1871,KAR/BEN/2024/1889,robbery,false,medium
KA-30-M-9225,KAR/BEN/2024/1890,robbery,true,medium
KA-47-A-3485,KAR/UDU/2024/1891,chain_snatching,true,medium
KA-26-KB-5165,KAR/BEN/2024/1897,vehicle_theft,true,medium
KA-21-B-1918,KAR/BEN/2024/1898,vehicle_theft,true,medium
KA-33-M-5368,KAR/BEN/2024/1900,chain_snatching,true,medium
KA-16-B-5497,KAR/BEN/2024/1901,vehicle_theft,false,medium
KA-34-B-5268,KAR/MAN/2024/1903,chain_snatching,true,medium
KA-52-KA-9089,KAR/UDU/2024/1904,chain_snatching,true,medium
KA-33-N-5996,KAR/BEN/2024/1905,vehicle_theft,false,medium
KA-21-KA-9704,KAR/BEN/2024/1907,robbery,true,medium
KA-50-P-2587,KAR/BEN/2024/1910,vehicle_theft,true,medium
KA-47-N-1619,KAR/KOP/2024/1912,vehicle_theft,true,medium
KA-16-KA-8150,KAR/BEL/2024/1913,vehicle_theft,true,medium
KA-17-KA-8107,KAR/BEN/2024/1916,vehicle_theft,true,medium
