plate_number,fir_case_number,crime_type,alert_active,alert_priority
KA-47-KA-8435,KAR/CHI/2024/0927,vehicle_theft,True,medium
KA-09-B-7282,KAR/BEN/2024/0928,vehicle_theft,True,medium
KA-17-KB-7149,KAR/SHI/2024/0930,chain_snatching,True,medium
KA-29-B-8573,KAR/BID/2024/0931,vehicle_theft,True,medium
KA-51-KA-5378,KAR/UDU/2024/0935,chain_snatching,True,medium
KA-34-N-8442,KAR/BEL/2024/0937,chain_snatching,True,medium
KA-30-B-7766,KAR/RAI/2024/0940,vehicle_theft,True,medium
KA-10-KB-9256,KAR/BEN/2024/0941,chain_snatching,True,medium
KA-40-B-7566,KAR/BEN/2024/0944,robbery,True,medium
KA-15-N-6199,KAR/SHI/2024/0945,robbery,False,medium
KA-49-KA-4128,KAR/BID/2024/0947,vehicle_theft,True,medium
KA-16-N-8944,KAR/VIJ/2024/0949,vehicle_theft,True,medium
KA-49-A-3360,KAR/BEN/2024/0950,vehicle_theft,False,medium
KA-24-N-7296,KAR/BEL/2024/0951,vehicle_theft,True,medium
KA-35-B-8132,KAR/MAN/2024/0953,chain_snatching,False,medium
KA-44-N-1707,KAR/MAN/2024/0954,vehicle_theft,True,medium
KA-02-B-1567,KAR/BEN/2024/0957,robbery,True,medium
KA-36-P-4027,KAR/CHI/2024/0958,chain_snatching,True,medium
KA-32-N-3201,KAR/SHI/2024/0959,vehicle_theft,True,medium
KA-34-A-4266,KAR/CHI/2024/0963,vehicle_theft,False,medium
KA-19-A-6572,KAR/BEN/2024/0964,vehicle_theft,True,medium
KA-37-N-3046,KAR/UDU/2024/0966,vehicle_theft,True,medium
KA-42-KA-6310,KAR/MAN/2024/0967,vehicle_theft,True,medium
KA-50-A-7257,KAR/VIJ/2024/0973,robbery,True,medium
KA-39-A-9497,KAR/CHI/2024/0974,chain_snatching,True,medium
KA-10-P-4099,KAR/BEN/2024/0979,robbery,True,medium
KA-14-M-9399,KAR/BEN/2024/0980,vehicle_theft,True,medium
KA-11-P-1173,KAR/BEN/2024/0981,vehicle_theft,True,medium
KA-44-A-3068,KAR/BEN/2024/0986,vehicle_theft,True,medium
KA-17-KA-2106,KAR/MAN/2024/0989,vehicle_theft,True,medium
KA-17-M-1255,KAR/KAL/2024/0990,vehicle_theft,True,medium
KA-55-A-5831,KAR/TUM/2024/0992,vehicle_theft,False,medium
KA-16-P-4705,KAR/SHI/2024/0994,chain_snatching,True,medium
KA-22-N-6415,KAR/BEN/2024/0995,vehicle_theft,True,medium
KA-37-N-4041,KAR/KAL/2024/0996,robbery,True,medium
KA-43-B-6527,KAR/CHI/2024/1001,vehicle_theft,True,medium
KA-32-KB-8106,KAR/MAN/2024/1002,robbery,True,medium
KA-13-A-3885,KAR/BEN/2024/1006,chain_snatching,True,medium
KA-09-KB-4258,KAR/BEL/2024/1007,vehicle_theft,True,medium
KA-46-KA-7872,KAR/BID/2024/1010,vehicle_theft,True,medium
KA-48-KB-5119,KAR/MAN/2024/1013,vehicle_theft,True,medium
KA-21-KB-8416,KAR/BEN/2024/1014,chain_snatching,True,medium
KA-54-A-2685,KAR/TUM/2024/1015,robbery,True,medium
KA-49-N-3124,KAR/SHI/2024/1017,vehicle_theft,True,medium
KA-02-P-8320,KAR/RAI/2024/1018,chain_snatching,False,medium
KA-30-KB-7910,KAR/HUB/2024/1020,chain_snatching,True,medium
KA-55-M-8386,KAR/BEN/2024/1023,chain_snatching,True,medium
KA-07-P-1458,KAR/BEN/2024/1025,chain_snatching,True,medium
KA-38-N-5561,KAR/BEN/2024/1026,vehicle_theft,False,medium
KA-45-A-5679,KAR/KOL/2024/1028,vehicle_theft,True,medium
KA-13-KB-6327,KAR/BEN/2024/1030,chain_snatching,True,medium
KA-44-P-9255,KAR/BEN/2024/1031,chain_snatching,False,medium
KA-45-P-8119,KAR/MAN/2024/1032,chain_snatching,True,medium
KA-27-N-4814,KAR/TUM/2024/1034,robbery,True,medium
KA-28-KA-9294,KAR/UDU/2024/1036,chain_snatching,True,medium
KA-23-KA-1325,KAR/BEN/2024/1040,chain_snatching,True,medium
KA-33-KA-5263,KAR/BEN/2024/1043,robbery,False,medium
KA-09-KB-5066,KAR/SHI/2024/1047,robbery,True,medium
KA-05-B-8110,KAR/VIJ/2024/1048,chain_snatching,True,medium
KA-35-A-5333,KAR/UDU/2024/1050,vehicle_theft,True,medium
KA-24-P-6312,KAR/RAI/2024/1054,vehicle_theft,True,medium
KA-33-A-7316,KAR/RAI/2024/1056,vehicle_theft,True,medium
KA-12-KA-1436,KAR/UDU/2024/1059,chain_snatching,True,medium
KA-24-A-3991,KAR/DAV/2024/1061,chain_snatching,False,medium
KA-12-B-9469,KAR/BEN/2024/1069,vehicle_theft,True,medium
KA-42-KB-4753,KAR/DAV/2024/1070,robbery,True,medium
KA-32-M-5459,KAR/BEN/2024/1073,vehicle_theft,False,medium
KA-19-KA-8379,KAR/HUB/2024/1075,chain_snatching,True,medium
KA-19-N-3949,KAR/CHI/2024/1080,vehicle_theft,True,medium
KA-06-KB-7564,KAR/KOL/2024/1082,robbery,True,medium
KA-05-A-3747,KAR/TUM/2024/1084,robbery,True,medium
KA-50-M-6117,KAR/BEN/2024/1087,robbery,False,medium
KA-47-A-2052,KAR/HUB/2024/1094,robbery,True,medium
KA-03-N-1541,KAR/MAN/2024/1097,robbery,False,medium
KA-04-KA-2187,KAR/BEN/2024/1098,robbery,False,medium
KA-27-A-4645,KAR/BEN/2024/1100,vehicle_theft,False,medium
KA-17-A-2125,KAR/RAI/2024/1101,robbery,True,medium
KA-03-N-2708,KAR/BEN/2024/1102,vehicle_theft,True,medium
KA-49-KA-8892,KAR/HUB/2024/1103,chain_snatching,True,medium
KA-09-N-4557,KAR/BEN/2024/1105,chain_snatching,True,medium
KA-54-P-6284,KAR/HUB/2024/1107,chain_snatching,True,medium
KA-35-B-2142,KAR/DAV/2024/1108,vehicle_theft,True,medium
KA-44-B-1888,KAR/BEN/2024/1109,vehicle_theft,True,medium
KA-22-KB-3072,KAR/BEN/2024/1110,robbery,False,medium
KA-54-N-2896,KAR/BEN/2024/1118,chain_snatching,True,medium
KA-33-M-1296,KAR/DAV/2024/1119,robbery,True,medium
KA-06-B-4703,KAR/SHI/2024/1120,vehicle_theft,True,medium
KA-30-KB-7323,KAR/SHI/2024/1121,chain_snatching,True,medium
KA-13-M-3903,KAR/BEN/2024/1124,robbery,True,medium
KA-21-KA-2239,KAR/BEN/2024/1126,vehicle_theft,True,medium
KA-26-KA-1841,KAR/BEN/2024/1133,vehicle_theft,True,medium
KA-05-N-4357,KAR/BAL/2024/1134,vehicle_theft,True,medium
KA-46-N-7563,KAR/KAL/2024/1135,robbery,True,medium
KA-07-N-4815,KAR/BEN/2024/1138,chain_snatching,False,medium
KA-17-P-3755,KAR/VIJ/2024/1143,chain_snatching,True,medium
KA-21-M-1676,KAR/VIJ/2024/1147,robbery,True,medium
KA-55-B-6499,KAR/BEN/2024/1148,chain_snatching,True,medium
KA-10-M-2890,KAR/BEN/2024/1150,chain_snatching,True,medium
KA-39-P-3701,KAR/RAI/2024/1154,robbery,False,medium
KA-42-N-7355,KAR/HUB/2024/1155,vehicle_theft,True,medium
KA-49-M-8048,KAR/BEN/2024/1160,robbery,True,medium
KA-21-KA-1730,KAR/KOP/2024/1162,vehicle_theft,True,medium
KA-23-P-2443,KAR/BEN/2024/1164,vehicle_theft,True,medium
KA-27-KB-6773,KAR/RAI/2024/1171,chain_snatching,True,medium
KA-09-B-9950,KAR/UDU/2024/1172,vehicle_theft,False,medium
KA-35-A-6003,KAR/VIJ/2024/1173,chain_snatching,False,medium
KA-24-B-6442,KAR/BEN/2024/1174,chain_snatching,False,medium
KA-02-N-2750,KAR/TUM/2024/1176,vehicle_theft,True,medium
KA-17-B-3123,KAR/MYS/2024/1179,robbery,False,medium
KA-29-P-4970,KAR/HUB/2024/1180,vehicle_theft,True,medium
KA-44-KA-2051,KAR/MYS/2024/1184,vehicle_theft,False,medium
KA-29-P-3878,KAR/TUM/2024/1185,robbery,True,medium
KA-03-P-6977,KAR/BEN/2024/1189,vehicle_theft,True,medium
KA-43-M-1815,KAR/BEN/2024/1190,vehicle_theft,True,medium
KA-28-A-2960,KAR/BEN/2024/1197,vehicle_theft,True,medium
KA-54-B-6796,KAR/BID/2024/1198,chain_snatching,False,medium
KA-37-P-3552,KAR/VIJ/2024/1199,vehicle_theft,True,medium
KA-34-P-1736,KAR/BEN/2024/1200,chain_snatching,True,medium
KA-28-KB-1039,KAR/KOP/2024/1202,vehicle_theft,True,medium
KA-15-A-8479,KAR/BEN/2024/1207,vehicle_theft,True,medium
KA-18-A-2318,KAR/BEN/2024/1208,robbery,True,medium
KA-34-M-6512,KAR/BEN/2024/1210,robbery,True,medium
KA-28-B-4159,KAR/BEN/2024/1212,chain_snatching,True,medium
KA-54-N-3286,KAR/BEN/2024/1216,chain_snatching,True,medium
KA-43-KB-1777,KAR/KAL/2024/1217,robbery,False,medium
KA-46-KB-2925,KAR/HUB/2024/1220,vehicle_theft,True,medium
KA-06-KA-5940,KAR/MAN/2024/1222,robbery,True,medium
KA-50-KA-1926,KAR/BEN/2024/1225,chain_snatching,True,medium
KA-52-KA-5020,KAR/DAV/2024/1226,robbery,True,medium
KA-28-KA-6262,KAR/DAV/2024/1227,robbery,True,medium
KA-10-A-6630,KAR/BEN/2024/1229,vehicle_theft,True,medium
KA-27-KB-5040,KAR/BEN/2024/1230,robbery,True,medium
KA-50-M-1832,KAR/BID/2024/1233,vehicle_theft,False,medium
KA-13-KB-7740,KAR/MYS/2024/1234,vehicle_theft,True,medium
KA-18-A-9399,KAR/KOP/2024/1239,chain_snatching,True,medium
KA-07-KB-8395,KAR/MYS/2024/1240,chain_snatching,True,medium
KA-10-KB-2334,KAR/MAN/2024/1241,vehicle_theft,True,medium
KA-52-P-3548,KAR/SHI/2024/1243,robbery,True,medium
KA-31-KA-5304,KAR/BEN/2024/1244,robbery,False,medium
KA-49-N-5988,KAR/HAS/2024/1246,vehicle_theft,True,medium
KA-12-P-3925,KAR/KOL/2024/1247,robbery,True,medium
KA-08-A-3950,KAR/DAV/2024/1248,vehicle_theft,True,medium
KA-16-KA-4853,KAR/BEL/2024/1254,vehicle_theft,False,medium
KA-06-KB-7039,KAR/MAN/2024/1255,vehicle_theft,True,medium
KA-38-P-4833,KAR/HUB/2024/1256,vehicle_theft,True,medium
KA-42-P-5828,KAR/MYS/2024/1258,chain_snatching,True,medium
KA-12-M-1385,KAR/UDU/2024/1259,chain_snatching,True,medium
KA-37-M-5891,KAR/KOP/2024/1263,chain_snatching,True,medium
KA-09-A-7562,KAR/CHI/2024/1264,vehicle_theft,False,medium
KA-50-M-6472,KAR/BEL/2024/1266,vehicle_theft,True,medium
KA-12-P-8834,KAR/BEN/2024/1269,vehicle_theft,True,medium
KA-41-KA-9790,KAR/HAS/2024/1270,chain_snatching,True,medium
KA-38-N-4788,KAR/BEN/2024/1271,vehicle_theft,True,medium
KA-08-M-3061,KAR/UDU/2024/1273,vehicle_theft,True,medium
KA-33-N-5301,KAR/BEN/2024/1274,chain_snatching,True,medium
KA-19-A-9367,KAR/BEN/2024/1275,chain_snatching,True,medium
KA-47-P-8308,KAR/KAL/2024/1282,chain_snatching,True,medium
KA-53-M-1322,KAR/TUM/2024/1289,vehicle_theft,True,medium
KA-15-KB-7814,KAR/HUB/2024/1290,vehicle_theft,True,medium
KA-04-A-6914,KAR/BID/2024/1291,chain_snatching,True,medium
KA-05-KA-7140,KAR/BEN/2024/1294,chain_snatching,True,medium
KA-15-KB-3651,KAR/KOP/2024/1295,vehicle_theft,True,medium
KA-08-A-1929,KAR/BID/2024/1296,chain_snatching,True,medium
KA-23-A-6837,KAR/BEN/2024/1301,chain_snatching,True,medium
KA-23-B-1211,KAR/HAS/2024/1302,chain_snatching,True,medium
KA-14-M-1717,KAR/BEL/2024/1303,chain_snatching,False,medium
KA-05-B-9074,KAR/BEN/2024/1306,chain_snatching,False,medium
KA-47-A-2431,KAR/TUM/2024/1308,chain_snatching,True,medium
KA-33-P-7910,KAR/BEN/2024/1313,vehicle_theft,True,medium
KA-25-M-9349,KAR/BEN/2024/1314,vehicle_theft,False,medium
KA-50-P-7474,KAR/BEN/2024/1318,vehicle_theft,True,medium
KA-33-N-1322,KAR/BEN/2024/1320,vehicle_theft,True,medium
KA-31-A-4788,KAR/BEN/2024/1321,chain_snatching,True,medium
KA-23-B-2461,KAR/BEN/2024/1322,vehicle_theft,True,medium
KA-09-P-7998,KAR/BID/2024/1324,vehicle_theft,True,medium
KA-18-A-1277,KAR/BEN/2024/1327,vehicle_theft,True,medium
KA-26-M-7312,KAR/BEL/2024/1328,robbery,True,medium
KA-24-KA-1162,KAR/MAN/2024/1329,chain_snatching,True,medium
KA-04-B-6177,KAR/MAN/2024/1330,vehicle_theft,True,medium
KA-03-M-8932,KAR/BAL/2024/1333,vehicle_theft,True,medium
KA-27-KA-6360,KAR/KOL/2024/1337,vehicle_theft,False,medium
KA-19-N-6576,KAR/HAS/2024/1339,robbery,True,medium
KA-01-P-3922,KAR/MAN/2024/1342,vehicle_theft,True,medium
KA-11-KA-3019,KAR/HAS/2024/1343,robbery,True,medium
KA-20-M-5117,KAR/BEN/2024/1345,vehicle_theft,True,medium
KA-06-B-9485,KAR/CHI/2024/1349,vehicle_theft,True,medium
KA-38-N-5625,KAR/KOL/2024/1350,vehicle_theft,True,medium
KA-14-P-3167,KAR/HAS/2024/1351,chain_snatching,True,medium
KA-01-A-6727,KAR/BEL/2024/1353,robbery,True,medium
KA-40-B-8042,KAR/SHI/2024/1357,vehicle_theft,True,medium
KA-19-KA-5284,KAR/HAS/2024/1360,vehicle_theft,True,medium
KA-49-KB-1382,KAR/MAN/2024/1361,vehicle_theft,True,medium
KA-11-A-9906,KAR/BEN/2024/1363,chain_snatching,True,medium
KA-17-M-1720,KAR/BEN/2024/1371,vehicle_theft,True,medium
KA-14-B-4474,KAR/KAL/2024/1373,vehicle_theft,True,medium
KA-24-N-3751,KAR/BEL/2024/1374,chain_snatching,True,medium
KA-53-A-1765,KAR/CHI/2024/1375,vehicle_theft,False,medium
KA-37-A-5969,KAR/MAN/2024/1377,vehicle_theft,True,medium
KA-41-B-2436,KAR/HAS/2024/1379,robbery,True,medium
KA-20-B-4755,KAR/RAI/2024/1380,chain_snatching,False,medium
KA-24-KA-3411,KAR/MAN/2024/1381,chain_snatching,True,medium
KA-07-P-2740,KAR/VIJ/2024/1383,robbery,False,medium
KA-41-B-9140,KAR/BEN/2024/1385,chain_snatching,True,medium
KA-45-KA-4779,KAR/BID/2024/1386,vehicle_theft,True,medium
KA-02-M-3523,KAR/MAN/2024/1387,robbery,True,medium
KA-47-A-5913,KAR/KOL/2024/1392,chain_snatching,False,medium
KA-54-M-5525,KAR/BEN/2024/1393,robbery,True,medium
KA-52-N-8693,KAR/RAI/2024/1394,vehicle_theft,True,medium
KA-38-N-6336,KAR/MYS/2024/1395,vehicle_theft,True,medium
KA-45-N-1380,KAR/MYS/2024/1401,vehicle_theft,False,medium
KA-22-KA-2888,KAR/MAN/2024/1405,chain_snatching,True,medium
KA-09-B-2354,KAR/BEN/2024/1407,vehicle_theft,False,medium
KA-42-M-2283,KAR/CHI/2024/1413,vehicle_theft,True,medium
KA-48-B-7737,KAR/MYS/2024/1414,vehicle_theft,True,medium
KA-16-A-9110,KAR/HAS/2024/1417,chain_snatching,True,medium
KA-43-A-4983,KAR/BEN/2024/1424,chain_snatching,False,medium
KA-44-N-1579,KAR/HAS/2024/1428,chain_snatching,True,medium
KA-06-N-2850,KAR/RAI/2024/1433,chain_snatching,True,medium
KA-44-B-2901,KAR/BEN/2024/1435,vehicle_theft,True,medium
KA-49-P-8495,KAR/BEL/2024/1437,vehicle_theft,True,medium
KA-46-P-5335,KAR/BEN/2024/1438,vehicle_theft,True,medium
KA-54-B-8199,KAR/DAV/2024/1440,robbery,True,medium
KA-02-B-1587,KAR/MAN/2024/1442,vehicle_theft,True,medium
KA-04-M-3206,KAR/KOP/2024/1443,chain_snatching,True,medium
KA-38-B-9294,KAR/UDU/2024/1448,chain_snatching,True,medium
KA-24-A-3489,KAR/BEN/2024/1450,chain_snatching,True,medium
KA-22-B-6612,KAR/BEN/2024/1455,robbery,True,medium
KA-04-KA-1772,KAR/VIJ/2024/1457,chain_snatching,True,medium
KA-33-N-4572,KAR/BEN/2024/1459,robbery,False,medium
KA-18-KB-6476,KAR/BEN/2024/1460,chain_snatching,True,medium
KA-08-KB-2783,KAR/BEN/2024/1463,vehicle_theft,True,medium
KA-39-P-1442,KAR/SHI/2024/1464,chain_snatching,True,medium
KA-35-A-7167,KAR/BEN/2024/1465,chain_snatching,True,medium
KA-37-M-9975,KAR/MYS/2024/1467,vehicle_theft,True,medium
KA-51-M-2486,KAR/BEN/2024/1473,vehicle_theft,True,medium
KA-28-B-2374,KAR/HUB/2024/1474,vehicle_theft,True,medium
KA-32-KB-6397,KAR/BEN/2024/1477,vehicle_theft,False,medium
KA-32-KB-4737,KAR/TUM/2024/1480,vehicle_theft,True,medium
KA-54-A-9645,KAR/HAS/2024/1483,chain_snatching,True,medium
KA-48-A-7558,KAR/BEN/2024/1484,chain_snatching,True,medium
KA-26-A-3600,KAR/BAL/2024/1486,vehicle_theft,True,medium
KA-08-P-4113,KAR/BAL/2024/1487,robbery,True,medium
KA-19-M-5150,KAR/BEN/2024/1488,chain_snatching,True,medium
KA-09-P-9083,KAR/TUM/2024/1492,robbery,True,medium
KA-38-KA-9650,KAR/BEN/2024/1494,vehicle_theft,True,medium
KA-27-KB-9861,KAR/KAL/2024/1499,robbery,True,medium
KA-01-M-9872,KAR/BEN/2024/1500,robbery,True,medium
KA-16-P-4228,KAR/BAL/2024/1501,chain_snatching,False,medium
KA-39-KB-5673,KAR/BEN/2024/1504,vehicle_theft,True,medium
KA-21-P-6576,KAR/RAI/2024/1506,vehicle_theft,True,medium
KA-19-A-4258,KAR/HUB/2024/1507,chain_snatching,True,medium
KA-09-N-4681,KAR/BEN/2024/1508,vehicle_theft,True,medium
KA-15-P-7339,KAR/BEN/2024/1509,vehicle_theft,True,medium
KA-48-B-2969,KAR/DAV/2024/1510,chain_snatching,True,medium
KA-04-N-8499,KAR/BEN/2024/1511,vehicle_theft,False,medium
KA-08-KB-3060,KAR/UDU/2024/1512,vehicle_theft,True,medium
KA-34-M-4823,KAR/BEL/2024/1515,chain_snatching,True,medium
KA-01-N-4723,KAR/BEN/2024/1518,vehicle_theft,True,medium
KA-45-B-7907,KAR/BEN/2024/1520,chain_snatching,True,medium
KA-15-P-2551,KAR/CHI/2024/1533,robbery,True,medium
KA-31-P-9990,KAR/BEN/2024/1535,chain_snatching,True,medium
KA-04-A-5486,KAR/DAV/2024/1537,robbery,True,medium
KA-11-N-5176,KAR/BEN/2024/1538,robbery,True,medium
KA-55-KB-8824,KAR/BEN/2024/1539,chain_snatching,True,medium
KA-10-A-9427,KAR/BEN/2024/1542,chain_snatching,False,medium
KA-08-N-6337,KAR/MAN/2024/1544,vehicle_theft,False,medium
KA-27-M-6553,KAR/BEN/2024/1547,vehicle_theft,True,medium
KA-08-KA-6798,KAR/BEN/2024/1553,chain_snatching,True,medium
KA-51-P-6878,KAR/BAL/2024/1555,vehicle_theft,True,medium
KA-45-KA-8696,KAR/KOL/2024/1557,vehicle_theft,True,medium
KA-54-M-1631,KAR/KAL/2024/1559,chain_snatching,True,medium
KA-52-P-9337,KAR/RAI/2024/1560,vehicle_theft,False,medium
KA-06-M-6720,KAR/KOL/2024/1561,vehicle_theft,True,medium
KA-37-B-3737,KAR/MAN/2024/1562,vehicle_theft,False,medium
KA-20-A-6441,KAR/BEN/2024/1563,vehicle_theft,True,medium
KA-20-KB-8884,KAR/SHI/2024/1564,chain_snatching,True,medium
KA-41-M-4981,KAR/HUB/2024/1571,vehicle_theft,True,medium
KA-41-A-7179,KAR/BEN/2024/1572,vehicle_theft,True,medium
KA-46-P-9651,KAR/BEN/2024/1573,robbery,True,medium
KA-11-KA-1785,KAR/VIJ/2024/1578,chain_snatching,True,medium
KA-49-M-4997,KAR/BEN/2024/1581,vehicle_theft,True,medium
KA-17-N-3815,KAR/BEL/2024/1582,vehicle_theft,True,medium
KA-43-A-4001,KAR/KOP/2024/1584,chain_snatching,True,medium
KA-48-M-4854,KAR/BEN/2024/1586,chain_snatching,False,medium
KA-16-A-9287,KAR/SHI/2024/1587,vehicle_theft,False,medium
KA-07-B-4036,KAR/BEN/2024/1589,robbery,False,medium
KA-46-B-8423,KAR/BEN/2024/1591,vehicle_theft,False,medium
KA-17-KB-7272,KAR/KOL/2024/1592,robbery,True,medium
KA-20-B-1889,KAR/BEN/2024/1593,robbery,False,medium
KA-53-P-4834,KAR/BEN/2024/1596,vehicle_theft,True,medium
KA-42-A-5430,KAR/MAN/2024/1597,vehicle_theft,False,medium
KA-51-M-6436,KAR/SHI/2024/1599,vehicle_theft,False,medium
KA-12-KB-6697,KAR/BEN/2024/1600,vehicle_theft,True,medium
KA-19-M-4243,KAR/MAN/2024/1602,chain_snatching,True,medium
KA-15-M-2734,KAR/BEN/2024/1604,vehicle_theft,True,medium
KA-08-A-5475,KAR/BEN/2024/1605,chain_snatching,True,medium
KA-50-P-1420,KAR/BEN/2024/1608,vehicle_theft,True,medium
KA-50-P-5439,KAR/UDU/2024/1609,chain_snatching,True,medium
KA-32-M-9421,KAR/TUM/2024/1610,robbery,True,medium
KA-09-A-2630,KAR/BEN/2024/1612,vehicle_theft,True,medium
KA-11-A-8536,KAR/RAI/2024/1613,vehicle_theft,False,medium
KA-13-B-8679,KAR/BEN/2024/1614,chain_snatching,True,medium
KA-48-KA-6684,KAR/BAL/2024/1616,vehicle_theft,True,medium
KA-32-M-7708,KAR/CHI/2024/1617,chain_snatching,True,medium
KA-52-KB-3714,KAR/VIJ/2024/1621,vehicle_theft,True,medium
KA-04-M-9793,KAR/HUB/2024/1622,vehicle_theft,True,medium
KA-50-KA-5060,KAR/BEN/2024/1623,robbery,True,medium
KA-23-P-7459,KAR/BEN/2024/1625,chain_snatching,True,medium
KA-54-P-1220,KAR/BID/2024/1626,vehicle_theft,True,medium
KA-17-A-2861,KAR/MYS/2024/1627,vehicle_theft,True,medium
KA-44-A-5668,KAR/MYS/2024/1634,chain_snatching,True,medium
KA-40-KB-5038,KAR/KOP/2024/1637,chain_snatching,False,medium
KA-03-M-3414,KAR/DAV/2024/1639,vehicle_theft,True,medium
KA-01-M-1554,KAR/VIJ/2024/1644,vehicle_theft,True,medium
KA-20-P-8196,KAR/TUM/2024/1646,vehicle_theft,True,medium
KA-25-P-1130,KAR/HUB/2024/1648,chain_snatching,True,medium
KA-33-KA-2111,KAR/MYS/2024/1649,vehicle_theft,True,medium
KA-40-KA-7283,KAR/MYS/2024/1652,chain_snatching,True,medium
KA-32-KB-1475,KAR/BEN/2024/1654,robbery,True,medium
KA-01-N-3551,KAR/HUB/2024/1655,vehicle_theft,True,medium
KA-25-KB-8785,KAR/BEN/2024/1656,vehicle_theft,False,medium
KA-55-P-6481,KAR/KAL/2024/1657,vehicle_theft,True,medium
KA-31-M-9875,KAR/BEN/2024/1658,vehicle_theft,True,medium
KA-33-N-2788,KAR/BEN/2024/1659,chain_snatching,True,medium
KA-04-B-7101,KAR/SHI/2024/1664,vehicle_theft,True,medium
KA-18-KA-8895,KAR/BEN/2024/1668,robbery,False,medium
KA-21-M-4179,KAR/KOP/2024/1670,robbery,True,medium
KA-32-A-1436,KAR/UDU/2024/1672,vehicle_theft,True,medium
KA-36-M-6583,KAR/BAL/2024/1674,vehicle_theft,True,medium
KA-50-M-8417,KAR/MYS/2024/1677,vehicle_theft,True,medium
KA-09-P-3261,KAR/BEN/2024/1680,robbery,True,medium
KA-07-P-7577,KAR/BEN/2024/1681,chain_snatching,False,medium
KA-20-KA-5734,KAR/MAN/2024/1682,vehicle_theft,False,medium
KA-38-N-5716,KAR/SHI/2024/1684,vehicle_theft,True,medium
KA-03-N-5889,KAR/MAN/2024/1685,robbery,True,medium
KA-47-N-6161,KAR/DAV/2024/1686,robbery,True,medium
KA-28-KB-1480,KAR/BEN/2024/1689,robbery,True,medium
KA-24-B-3464,KAR/BEN/2024/1692,vehicle_theft,True,medium
KA-29-B-8824,KAR/BEN/2024/1694,vehicle_theft,False,medium
KA-17-KB-6009,KAR/MAN/2024/1696,chain_snatching,True,medium
KA-05-B-1847,KAR/KOL/2024/1699,vehicle_theft,True,medium
KA-15-A-6973,KAR/HAS/2024/1700,vehicle_theft,True,medium
KA-35-B-5993,KAR/MYS/2024/1702,vehicle_theft,True,medium
KA-30-KA-3491,KAR/MYS/2024/1708,vehicle_theft,True,medium
KA-20-KA-2373,KAR/DAV/2024/1710,vehicle_theft,True,medium
KA-14-A-4080,KAR/MYS/2024/1717,vehicle_theft,True,medium
KA-27-P-3218,KAR/SHI/2024/1719,robbery,True,medium
KA-17-KA-4757,KAR/BEN/2024/1720,robbery,True,medium
KA-08-KA-4286,KAR/BEN/2024/1723,vehicle_theft,True,medium
KA-34-N-7074,KAR/BEL/2024/1724,chain_snatching,True,medium
KA-49-P-9832,KAR/SHI/2024/1729,vehicle_theft,True,medium
KA-10-KA-8405,KAR/SHI/2024/1730,chain_snatching,True,medium
KA-16-N-9956,KAR/BEN/2024/1731,vehicle_theft,True,medium
KA-48-A-6131,KAR/BEL/2024/1733,vehicle_theft,True,medium
KA-44-N-4794,KAR/BEN/2024/1734,vehicle_theft,True,medium
KA-11-P-7201,KAR/KAL/2024/1735,vehicle_theft,True,medium
KA-47-P-9729,KAR/BEN/2024/1738,robbery,True,medium
KA-38-KB-3331,KAR/BAL/2024/1739,vehicle_theft,True,medium
KA-35-KA-7778,KAR/BEN/2024/1742,robbery,True,medium
KA-31-M-9342,KAR/BEN/2024/1744,chain_snatching,True,medium
KA-34-P-6410,KAR/MAN/2024/1746,vehicle_theft,True,medium
KA-41-KA-5086,KAR/BEN/2024/1747,chain_snatching,True,medium
KA-48-KB-9052,KAR/BEN/2024/1748,chain_snatching,False,medium
KA-31-M-1305,KAR/MAN/2024/1750,chain_snatching,False,medium
KA-24-B-4500,KAR/UDU/2024/1751,vehicle_theft,False,medium
KA-10-A-8396,KAR/BEN/2024/1753,vehicle_theft,True,medium
KA-42-KA-3275,KAR/BID/2024/1754,chain_snatching,False,medium
KA-01-B-2691,KAR/DAV/2024/1757,chain_snatching,True,medium
KA-28-N-4949,KAR/HAS/2024/1762,vehicle_theft,True,medium
KA-22-B-2290,KAR/BEN/2024/1768,chain_snatching,True,medium
KA-29-KB-2797,KAR/BEN/2024/1769,chain_snatching,True,medium
KA-03-KB-6782,KAR/BEN/2024/1776,vehicle_theft,True,medium
KA-48-B-6416,KAR/SHI/2024/1783,vehicle_theft,True,medium
KA-40-N-6372,KAR/MAN/2024/1785,vehicle_theft,True,medium
KA-13-N-5400,KAR/CHI/2024/1786,vehicle_theft,True,medium
KA-52-N-9960,KAR/BEN/2024/1787,vehicle_theft,True,medium
KA-22-N-8475,KAR/HAS/2024/1790,vehicle_theft,True,medium
KA-15-KB-9148,KAR/TUM/2024/1792,vehicle_theft,True,medium
KA-27-A-4536,KAR/BEN/2024/1794,chain_snatching,True,medium
KA-47-KA-6273,KAR/MYS/2024/1797,robbery,True,medium
KA-18-A-4582,KAR/KOL/2024/1798,robbery,False,medium
KA-35-P-8199,KAR/BID/2024/1801,vehicle_theft,True,medium
KA-01-B-7671,KAR/RAI/2024/1802,vehicle_theft,True,medium
KA-04-M-4282,KAR/TUM/2024/1804,vehicle_theft,True,medium
KA-02-M-3704,KAR/MAN/2024/1807,chain_snatching,False,medium
KA-06-A-9656,KAR/KOL/2024/1808,vehicle_theft,True,medium
