VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
774,774,Victim Party #774,34,2,0
775,775,Victim Party #775,57,2,0
776,776,Victim Party #776,34,2,0
777,777,Victim Party #777,28,1,0
778,778,Victim Party #778,22,2,0
779,779,Victim Party #779,27,2,0
780,780,Victim Party #780,53,2,0
781,781,Victim Party #781,56,2,0
782,782,Victim Party #782,39,1,0
783,783,Victim Party #783,47,2,0
784,784,Victim Party #784,57,1,0
785,785,Victim Party #785,25,1,0
786,786,Victim Party #786,27,2,0
787,787,Victim Party #787,57,1,0
788,788,Victim Party #788,51,1,0
789,789,Victim Party #789,44,2,0
790,790,Victim Party #790,46,2,0
791,791,Victim Party #791,52,1,0
792,792,Victim Party #792,41,2,0
793,793,Victim Party #793,33,2,0
794,794,Victim Party #794,33,2,0
795,795,Victim Party #795,22,2,0
796,796,Victim Party #796,29,2,0
797,797,Victim Party #797,27,2,0
798,798,Victim Party #798,29,2,0
799,799,Victim Party #799,29,2,0
800,800,Victim Party #800,33,1,0
801,801,Victim Party #801,36,1,0
802,802,Victim Party #802,20,1,0
803,803,Victim Party #803,51,2,0
804,804,Victim Party #804,54,2,0
805,805,Victim Party #805,49,2,0
806,806,Victim Party #806,57,2,0
807,807,Victim Party #807,52,1,0
808,808,Victim Party #808,21,2,0
809,809,Victim Party #809,43,2,0
810,810,Victim Party #810,47,2,0
811,811,Victim Party #811,41,1,0
812,812,Victim Party #812,20,1,0
813,813,Victim Party #813,52,2,0
814,814,Victim Party #814,56,1,0
815,815,Victim Party #815,56,2,0
816,816,Victim Party #816,58,2,0
817,817,Victim Party #817,58,1,0
818,818,Victim Party #818,58,2,0
819,819,Victim Party #819,37,1,0
820,820,Victim Party #820,50,1,0
821,821,Victim Party #821,48,1,0
822,822,Victim Party #822,57,2,0
823,823,Victim Party #823,55,1,0
824,824,Victim Party #824,35,1,0
825,825,Victim Party #825,56,1,0
826,826,Victim Party #826,42,1,0
827,827,Victim Party #827,21,2,0
828,828,Victim Party #828,54,1,0
829,829,Victim Party #829,34,2,0
830,830,Victim Party #830,27,2,0
831,831,Victim Party #831,46,1,0
832,832,Victim Party #832,41,1,0
833,833,Victim Party #833,20,2,0
834,834,Victim Party #834,56,1,0
835,835,Victim Party #835,37,1,0
836,836,Victim Party #836,57,1,0
837,837,Victim Party #837,19,2,0
838,838,Victim Party #838,41,1,0
839,839,Victim Party #839,27,2,0
840,840,Victim Party #840,57,2,0
841,841,Victim Party #841,56,2,0
842,842,Victim Party #842,45,2,0
843,843,Victim Party #843,21,2,0
844,844,Victim Party #844,49,1,0
845,845,Victim Party #845,55,1,0
846,846,Victim Party #846,56,1,0
847,847,Victim Party #847,29,2,0
848,848,Victim Party #848,32,2,0
849,849,Victim Party #849,20,2,0
850,850,Victim Party #850,55,1,0
851,851,Victim Party #851,55,2,0
852,852,Victim Party #852,28,2,0
853,853,Victim Party #853,21,1,0
854,854,Victim Party #854,50,2,0
855,855,Victim Party #855,45,1,0
856,856,Victim Party #856,27,1,0
857,857,Victim Party #857,24,2,0
858,858,Victim Party #858,39,1,0
859,859,Victim Party #859,27,2,0
860,860,Victim Party #860,25,1,0
861,861,Victim Party #861,46,1,0
862,862,Victim Party #862,50,2,0
863,863,Victim Party #863,24,1,0
864,864,Victim Party #864,51,1,0
865,865,Victim Party #865,50,2,0
866,866,Victim Party #866,41,2,0
867,867,Victim Party #867,55,2,0
868,868,Victim Party #868,25,1,0
869,869,Victim Party #869,55,2,0
870,870,Victim Party #870,57,2,0
871,871,Victim Party #871,50,2,0
872,872,Victim Party #872,21,2,0
873,873,Victim Party #873,43,2,0
874,874,Victim Party #874,26,2,0
875,875,Victim Party #875,30,1,0
876,876,Victim Party #876,21,1,0
877,877,Victim Party #877,46,1,0
878,878,Victim Party #878,39,1,0
879,879,Victim Party #879,23,2,0
880,880,Victim Party #880,52,1,0
881,881,Victim Party #881,41,2,0
882,882,Victim Party #882,23,1,0
883,883,Victim Party #883,24,1,0
884,884,Victim Party #884,35,2,0
885,885,Victim Party #885,41,2,0
886,886,Victim Party #886,27,2,0
887,887,Victim Party #887,49,2,0
888,888,Victim Party #888,35,1,0
889,889,Victim Party #889,55,1,0
890,890,Victim Party #890,19,2,0
891,891,Victim Party #891,56,2,0
892,892,Victim Party #892,48,2,0
893,893,Victim Party #893,32,1,0
894,894,Victim Party #894,19,1,0
895,895,Victim Party #895,42,2,0
896,896,Victim Party #896,32,1,0
897,897,Victim Party #897,44,1,0
898,898,Victim Party #898,48,2,0
899,899,Victim Party #899,43,1,0
900,900,Victim Party #900,19,2,0
901,901,Victim Party #901,54,2,0
902,902,Victim Party #902,19,2,0
903,903,Victim Party #903,42,2,0
904,904,Victim Party #904,42,1,0
905,905,Victim Party #905,24,2,0
906,906,Victim Party #906,25,2,0
907,907,Victim Party #907,36,2,0
908,908,Victim Party #908,44,1,0
909,909,Victim Party #909,52,1,0
910,910,Victim Party #910,30,1,0
911,911,Victim Party #911,19,2,0
912,912,Victim Party #912,26,1,0
913,913,Victim Party #913,22,1,0
914,914,Victim Party #914,50,2,0
915,915,Victim Party #915,53,2,0
916,916,Victim Party #916,35,2,0
917,917,Victim Party #917,20,1,0
918,918,Victim Party #918,22,1,0
919,919,Victim Party #919,42,1,0
920,920,Victim Party #920,54,2,0
921,921,Victim Party #921,21,1,0
922,922,Victim Party #922,56,1,0
923,923,Victim Party #923,20,1,0
924,924,Victim Party #924,25,1,0
925,925,Victim Party #925,37,1,0
926,926,Victim Party #926,54,1,0
927,927,Victim Party #927,29,1,0
928,928,Victim Party #928,47,2,0
929,929,Victim Party #929,38,1,0
930,930,Victim Party #930,37,2,0
931,931,Victim Party #931,30,1,0
932,932,Victim Party #932,30,2,0
933,933,Victim Party #933,42,2,0
934,934,Victim Party #934,20,1,0
935,935,Victim Party #935,50,2,0
936,936,Victim Party #936,32,2,0
937,937,Victim Party #937,20,1,0
938,938,Victim Party #938,50,1,0
939,939,Victim Party #939,29,1,0
940,940,Victim Party #940,41,1,0
941,941,Victim Party #941,49,2,0
942,942,Victim Party #942,52,1,0
943,943,Victim Party #943,26,1,0
944,944,Victim Party #944,58,2,0
945,945,Victim Party #945,25,2,0
946,946,Victim Party #946,58,2,0
947,947,Victim Party #947,28,2,0
948,948,Victim Party #948,24,2,0
949,949,Victim Party #949,40,1,0
950,950,Victim Party #950,38,1,0
951,951,Victim Party #951,20,1,0
952,952,Victim Party #952,38,2,0
953,953,Victim Party #953,42,1,0
954,954,Victim Party #954,29,1,0
955,955,Victim Party #955,42,2,0
956,956,Victim Party #956,30,2,0
957,957,Victim Party #957,56,1,0
958,958,Victim Party #958,51,1,0
959,959,Victim Party #959,44,2,0
960,960,Victim Party #960,36,1,0
961,961,Victim Party #961,40,2,0
962,962,Victim Party #962,50,1,0
963,963,Victim Party #963,53,1,0
964,964,Victim Party #964,31,2,0
965,965,Victim Party #965,25,2,0
966,966,Victim Party #966,21,1,0
967,967,Victim Party #967,45,2,0
968,968,Victim Party #968,28,2,0
969,969,Victim Party #969,19,1,0
970,970,Victim Party #970,56,2,0
971,971,Victim Party #971,32,1,0
972,972,Victim Party #972,36,2,0
973,973,Victim Party #973,35,2,0
974,974,Victim Party #974,42,1,0
975,975,Victim Party #975,19,2,0
976,976,Victim Party #976,31,2,0
977,977,Victim Party #977,38,2,0
978,978,Victim Party #978,53,2,0
979,979,Victim Party #979,48,1,0
980,980,Victim Party #980,43,2,0
981,981,Victim Party #981,48,1,0
982,982,Victim Party #982,55,1,0
983,983,Victim Party #983,48,1,0
984,984,Victim Party #984,35,2,0
985,985,Victim Party #985,55,2,0
986,986,Victim Party #986,41,1,0
987,987,Victim Party #987,57,1,0
988,988,Victim Party #988,21,2,0
989,989,Victim Party #989,58,1,0
990,990,Victim Party #990,20,1,0
991,991,Victim Party #991,28,1,0
992,992,Victim Party #992,40,1,0
993,993,Victim Party #993,51,1,0
994,994,Victim Party #994,47,2,0
995,995,Victim Party #995,45,2,0
996,996,Victim Party #996,49,1,0
997,997,Victim Party #997,31,1,0
998,998,Victim Party #998,54,1,0
999,999,Victim Party #999,47,2,0
1000,1000,Victim Party #1000,27,1,0
1001,1001,Victim Party #1001,21,2,0
1002,1002,Victim Party #1002,31,1,0
1003,1003,Victim Party #1003,55,2,0
1004,1004,Victim Party #1004,51,2,0
1005,1005,Victim Party #1005,56,1,0
1006,1006,Victim Party #1006,37,1,0
1007,1007,Victim Party #1007,30,1,0
1008,1008,Victim Party #1008,49,1,0
1009,1009,Victim Party #1009,55,2,0
1010,1010,Victim Party #1010,44,1,0
1011,1011,Victim Party #1011,24,1,0
1012,1012,Victim Party #1012,51,2,0
1013,1013,Victim Party #1013,28,1,0
1014,1014,Victim Party #1014,43,1,0
1015,1015,Victim Party #1015,38,2,0
1016,1016,Victim Party #1016,53,2,0
1017,1017,Victim Party #1017,54,1,0
1018,1018,Victim Party #1018,56,1,0
1019,1019,Victim Party #1019,24,1,0
1020,1020,Victim Party #1020,36,1,0
1021,1021,Victim Party #1021,30,2,0
1022,1022,Victim Party #1022,56,1,0
1023,1023,Victim Party #1023,31,2,0
1024,1024,Victim Party #1024,38,2,0
1025,1025,Victim Party #1025,40,1,0
1026,1026,Victim Party #1026,50,1,0
1027,1027,Victim Party #1027,54,2,0
1028,1028,Victim Party #1028,37,1,0
1029,1029,Victim Party #1029,55,1,0
1030,1030,Victim Party #1030,34,1,0
1031,1031,Victim Party #1031,39,2,0
1032,1032,Victim Party #1032,48,2,0
1033,1033,Victim Party #1033,22,2,0
1034,1034,Victim Party #1034,38,1,0
1035,1035,Victim Party #1035,21,2,0
1036,1036,Victim Party #1036,55,2,0
1037,1037,Victim Party #1037,47,2,0
1038,1038,Victim Party #1038,47,2,0
1039,1039,Victim Party #1039,19,2,0
1040,1040,Victim Party #1040,49,1,0
1041,1041,Victim Party #1041,54,1,0
1042,1042,Victim Party #1042,43,2,0
1043,1043,Victim Party #1043,44,1,0
1044,1044,Victim Party #1044,44,2,0
1045,1045,Victim Party #1045,58,2,0
1046,1046,Victim Party #1046,26,1,0
1047,1047,Victim Party #1047,47,2,0
1048,1048,Victim Party #1048,33,1,0
1049,1049,Victim Party #1049,21,1,0
1050,1050,Victim Party #1050,36,2,0
1051,1051,Victim Party #1051,54,1,0
1052,1052,Victim Party #1052,24,1,0
1053,1053,Victim Party #1053,51,1,0
1054,1054,Victim Party #1054,48,2,0
1055,1055,Victim Party #1055,33,1,0
1056,1056,Victim Party #1056,49,2,0
1057,1057,Victim Party #1057,48,2,0
1058,1058,Victim Party #1058,36,2,0
1059,1059,Victim Party #1059,26,1,0
1060,1060,Victim Party #1060,47,2,0
1061,1061,Victim Party #1061,49,2,0
1062,1062,Victim Party #1062,56,2,0
1063,1063,Victim Party #1063,39,1,0
1064,1064,Victim Party #1064,21,1,0
1065,1065,Victim Party #1065,32,1,0
1066,1066,Victim Party #1066,39,1,0
1067,1067,Victim Party #1067,53,1,0
1068,1068,Victim Party #1068,54,1,0
1069,1069,Victim Party #1069,46,2,0
1070,1070,Victim Party #1070,43,1,0
1071,1071,Victim Party #1071,40,1,0
1072,1072,Victim Party #1072,36,2,0
1073,1073,Victim Party #1073,31,1,0
1074,1074,Victim Party #1074,38,1,0
1075,1075,Victim Party #1075,37,2,0
1076,1076,Victim Party #1076,37,2,0
1077,1077,Victim Party #1077,32,2,0
1078,1078,Victim Party #1078,31,1,0
1079,1079,Victim Party #1079,46,1,0
1080,1080,Victim Party #1080,41,2,0
1081,1081,Victim Party #1081,42,2,0
1082,1082,Victim Party #1082,58,1,0
1083,1083,Victim Party #1083,55,1,0
1084,1084,Victim Party #1084,52,1,0
1085,1085,Victim Party #1085,40,1,0
1086,1086,Victim Party #1086,58,1,0
1087,1087,Victim Party #1087,55,1,0
1088,1088,Victim Party #1088,36,1,0
1089,1089,Victim Party #1089,46,1,0
1090,1090,Victim Party #1090,20,1,0
1091,1091,Victim Party #1091,47,1,0
1092,1092,Victim Party #1092,56,1,0
1093,1093,Victim Party #1093,51,2,0
1094,1094,Victim Party #1094,33,2,0
1095,1095,Victim Party #1095,51,2,0
1096,1096,Victim Party #1096,49,2,0
1097,1097,Victim Party #1097,35,1,0
1098,1098,Victim Party #1098,52,2,0
1099,1099,Victim Party #1099,25,1,0
1100,1100,Victim Party #1100,49,2,0
1101,1101,Victim Party #1101,55,2,0
1102,1102,Victim Party #1102,47,2,0
1103,1103,Victim Party #1103,34,2,0
1104,1104,Victim Party #1104,42,2,0
1105,1105,Victim Party #1105,53,1,0
1106,1106,Victim Party #1106,46,1,0
1107,1107,Victim Party #1107,58,2,0
1108,1108,Victim Party #1108,39,2,0
1109,1109,Victim Party #1109,49,2,0
1110,1110,Victim Party #1110,24,1,0
1111,1111,Victim Party #1111,36,2,0
1112,1112,Victim Party #1112,24,2,0
1113,1113,Victim Party #1113,50,1,0
1114,1114,Victim Party #1114,28,1,0
1115,1115,Victim Party #1115,38,2,0
1116,1116,Victim Party #1116,24,2,0
1117,1117,Victim Party #1117,40,2,0
1118,1118,Victim Party #1118,51,1,0
1119,1119,Victim Party #1119,47,1,0
1120,1120,Victim Party #1120,27,2,0
1121,1121,Victim Party #1121,39,2,0
1122,1122,Victim Party #1122,54,1,0
1123,1123,Victim Party #1123,21,2,0
1124,1124,Victim Party #1124,24,2,0
1125,1125,Victim Party #1125,34,1,0
1126,1126,Victim Party #1126,35,2,0
1127,1127,Victim Party #1127,27,2,0
1128,1128,Victim Party #1128,24,1,0
1129,1129,Victim Party #1129,53,2,0
1130,1130,Victim Party #1130,58,1,0
1131,1131,Victim Party #1131,39,1,0
1132,1132,Victim Party #1132,36,1,0
1133,1133,Victim Party #1133,35,1,0
1134,1134,Victim Party #1134,26,1,0
1135,1135,Victim Party #1135,39,1,0
1136,1136,Victim Party #1136,40,1,0
1137,1137,Victim Party #1137,19,2,0
1138,1138,Victim Party #1138,30,2,0
1139,1139,Victim Party #1139,54,2,0
1140,1140,Victim Party #1140,30,2,0
1141,1141,Victim Party #1141,38,2,0
1142,1142,Victim Party #1142,52,2,0
1143,1143,Victim Party #1143,58,2,0
1144,1144,Victim Party #1144,37,2,0
1145,1145,Victim Party #1145,53,1,0
1146,1146,Victim Party #1146,57,2,0
1147,1147,Victim Party #1147,56,1,0
1148,1148,Victim Party #1148,49,2,0
1149,1149,Victim Party #1149,19,2,0
1150,1150,Victim Party #1150,20,2,0
1151,1151,Victim Party #1151,42,1,0
1152,1152,Victim Party #1152,36,2,0
1153,1153,Victim Party #1153,21,1,0
1154,1154,Victim Party #1154,46,2,0
1155,1155,Victim Party #1155,47,1,0
1156,1156,Victim Party #1156,55,1,0
1157,1157,Victim Party #1157,30,2,0
1158,1158,Victim Party #1158,53,1,0
1159,1159,Victim Party #1159,21,2,0
1160,1160,Victim Party #1160,35,2,0
1161,1161,Victim Party #1161,39,1,0
1162,1162,Victim Party #1162,39,2,0
1163,1163,Victim Party #1163,47,1,0
1164,1164,Victim Party #1164,49,2,0
1165,1165,Victim Party #1165,22,2,0
1166,1166,Victim Party #1166,25,2,0
1167,1167,Victim Party #1167,19,2,0
1168,1168,Victim Party #1168,24,1,0
1169,1169,Victim Party #1169,28,2,0
1170,1170,Victim Party #1170,26,1,0
1171,1171,Victim Party #1171,39,1,0
1172,1172,Victim Party #1172,22,1,0
1173,1173,Victim Party #1173,32,1,0
1174,1174,Victim Party #1174,48,2,0
1175,1175,Victim Party #1175,27,1,0
1176,1176,Victim Party #1176,57,2,0
1177,1177,Victim Party #1177,23,2,0
1178,1178,Victim Party #1178,44,2,0
1179,1179,Victim Party #1179,50,2,0
1180,1180,Victim Party #1180,45,1,0
1181,1181,Victim Party #1181,34,2,0
1182,1182,Victim Party #1182,56,1,0
1183,1183,Victim Party #1183,55,1,0
1184,1184,Victim Party #1184,38,1,0
1185,1185,Victim Party #1185,26,1,0
1186,1186,Victim Party #1186,45,1,0
1187,1187,Victim Party #1187,38,1,0
1188,1188,Victim Party #1188,22,1,0
1189,1189,Victim Party #1189,27,1,0
1190,1190,Victim Party #1190,22,2,0
1191,1191,Victim Party #1191,20,2,0
1192,1192,Victim Party #1192,56,1,0
1193,1193,Victim Party #1193,27,2,0
1194,1194,Victim Party #1194,51,2,0
1195,1195,Victim Party #1195,38,2,0
1196,1196,Victim Party #1196,52,2,0
1197,1197,Victim Party #1197,36,2,0
1198,1198,Victim Party #1198,27,1,0
1199,1199,Victim Party #1199,39,1,0
1200,1200,Victim Party #1200,41,2,0
1201,1201,Victim Party #1201,31,1,0
1202,1202,Victim Party #1202,47,1,0
1203,1203,Victim Party #1203,23,2,0
1204,1204,Victim Party #1204,40,1,0
1205,1205,Victim Party #1205,23,1,0
1206,1206,Victim Party #1206,56,1,0
1207,1207,Victim Party #1207,37,2,0
1208,1208,Victim Party #1208,50,2,0
1209,1209,Victim Party #1209,48,1,0
1210,1210,Victim Party #1210,37,1,0
1211,1211,Victim Party #1211,37,2,0
1212,1212,Victim Party #1212,28,2,0
1213,1213,Victim Party #1213,31,2,0
1214,1214,Victim Party #1214,27,1,0
1215,1215,Victim Party #1215,58,2,0
1216,1216,Victim Party #1216,51,2,0
1217,1217,Victim Party #1217,50,2,0
1218,1218,Victim Party #1218,53,2,0
1219,1219,Victim Party #1219,28,2,0
1220,1220,Victim Party #1220,50,2,0
1221,1221,Victim Party #1221,44,2,0
1222,1222,Victim Party #1222,49,1,0
1223,1223,Victim Party #1223,47,2,0
1224,1224,Victim Party #1224,24,2,0
1225,1225,Victim Party #1225,29,2,0
1226,1226,Victim Party #1226,56,2,0
1227,1227,Victim Party #1227,30,1,0
1228,1228,Victim Party #1228,47,2,0
1229,1229,Victim Party #1229,23,2,0
1230,1230,Victim Party #1230,56,1,0
1231,1231,Victim Party #1231,57,2,0
1232,1232,Victim Party #1232,27,1,0
1233,1233,Victim Party #1233,52,2,0
1234,1234,Victim Party #1234,41,2,0
1235,1235,Victim Party #1235,43,1,0
1236,1236,Victim Party #1236,38,1,0
1237,1237,Victim Party #1237,47,1,0
1238,1238,Victim Party #1238,40,1,0
1239,1239,Victim Party #1239,50,1,0
1240,1240,Victim Party #1240,23,2,0
1241,1241,Victim Party #1241,23,2,0
1242,1242,Victim Party #1242,20,2,0
1243,1243,Victim Party #1243,38,1,0
1244,1244,Victim Party #1244,28,2,0
1245,1245,Victim Party #1245,31,1,0
1246,1246,Victim Party #1246,55,1,0
1247,1247,Victim Party #1247,46,2,0
1248,1248,Victim Party #1248,38,1,0
1249,1249,Victim Party #1249,34,1,0
1250,1250,Victim Party #1250,46,2,0
1251,1251,Victim Party #1251,48,1,0
1252,1252,Victim Party #1252,27,2,0
1253,1253,Victim Party #1253,36,2,0
1254,1254,Victim Party #1254,27,1,0
1255,1255,Victim Party #1255,52,1,0
1256,1256,Victim Party #1256,26,2,0
1257,1257,Victim Party #1257,22,2,0
1258,1258,Victim Party #1258,48,1,0
1259,1259,Victim Party #1259,24,1,0
1260,1260,Victim Party #1260,41,2,0
1261,1261,Victim Party #1261,30,2,0
1262,1262,Victim Party #1262,52,1,0
1263,1263,Victim Party #1263,26,2,0
1264,1264,Victim Party #1264,27,1,0
1265,1265,Victim Party #1265,54,1,0
1266,1266,Victim Party #1266,36,2,0
1267,1267,Victim Party #1267,47,2,0
1268,1268,Victim Party #1268,41,2,0
1269,1269,Victim Party #1269,41,1,0
1270,1270,Victim Party #1270,55,1,0
1271,1271,Victim Party #1271,34,1,0
1272,1272,Victim Party #1272,34,2,0
1273,1273,Victim Party #1273,22,2,0
1274,1274,Victim Party #1274,37,2,0
1275,1275,Victim Party #1275,45,1,0
1276,1276,Victim Party #1276,30,2,0
1277,1277,Victim Party #1277,48,1,0
1278,1278,Victim Party #1278,29,2,0
1279,1279,Victim Party #1279,32,2,0
1280,1280,Victim Party #1280,32,2,0
1281,1281,Victim Party #1281,23,2,0
1282,1282,Victim Party #1282,42,2,0
1283,1283,Victim Party #1283,55,1,0
1284,1284,Victim Party #1284,41,1,0
1285,1285,Victim Party #1285,47,2,0
1286,1286,Victim Party #1286,20,2,0
1287,1287,Victim Party #1287,44,1,0
1288,1288,Victim Party #1288,25,2,0
1289,1289,Victim Party #1289,30,2,0
1290,1290,Victim Party #1290,20,2,0
1291,1291,Victim Party #1291,26,1,0
1292,1292,Victim Party #1292,56,2,0
1293,1293,Victim Party #1293,26,2,0
1294,1294,Victim Party #1294,40,1,0
1295,1295,Victim Party #1295,58,1,0
1296,1296,Victim Party #1296,56,1,0
1297,1297,Victim Party #1297,23,1,0
1298,1298,Victim Party #1298,28,1,0
1299,1299,Victim Party #1299,46,1,0
1300,1300,Victim Party #1300,28,2,0
1301,1301,Victim Party #1301,52,2,0
1302,1302,Victim Party #1302,35,1,0
1303,1303,Victim Party #1303,29,2,0
1304,1304,Victim Party #1304,36,1,0
1305,1305,Victim Party #1305,52,2,0
1306,1306,Victim Party #1306,31,2,0
1307,1307,Victim Party #1307,35,1,0
1308,1308,Victim Party #1308,48,2,0
1309,1309,Victim Party #1309,57,1,0
1310,1310,Victim Party #1310,35,1,0
1311,1311,Victim Party #1311,43,2,0
1312,1312,Victim Party #1312,29,2,0
1313,1313,Victim Party #1313,39,2,0
1314,1314,Victim Party #1314,32,1,0
1315,1315,Victim Party #1315,23,1,0
1316,1316,Victim Party #1316,52,1,0
1317,1317,Victim Party #1317,35,2,0
1318,1318,Victim Party #1318,27,1,0
1319,1319,Victim Party #1319,45,1,0
1320,1320,Victim Party #1320,50,2,0
1321,1321,Victim Party #1321,44,2,0
1322,1322,Victim Party #1322,32,1,0
1323,1323,Victim Party #1323,19,1,0
1324,1324,Victim Party #1324,43,1,0
1325,1325,Victim Party #1325,45,2,0
1326,1326,Victim Party #1326,54,2,0
1327,1327,Victim Party #1327,28,2,0
1328,1328,Victim Party #1328,28,2,0
1329,1329,Victim Party #1329,32,1,0
1330,1330,Victim Party #1330,57,1,0
1331,1331,Victim Party #1331,50,1,0
1332,1332,Victim Party #1332,30,1,0
1333,1333,Victim Party #1333,30,1,0
1334,1334,Victim Party #1334,34,1,0
1335,1335,Victim Party #1335,34,1,0
1336,1336,Victim Party #1336,48,1,0
1337,1337,Victim Party #1337,58,1,0
1338,1338,Victim Party #1338,35,1,0
1339,1339,Victim Party #1339,19,1,0
1340,1340,Victim Party #1340,57,2,0
1341,1341,Victim Party #1341,21,2,0
1342,1342,Victim Party #1342,24,1,0
1343,1343,Victim Party #1343,31,1,0
1344,1344,Victim Party #1344,31,2,0
1345,1345,Victim Party #1345,33,1,0
1346,1346,Victim Party #1346,54,1,0
1347,1347,Victim Party #1347,54,2,0
1348,1348,Victim Party #1348,50,1,0
1349,1349,Victim Party #1349,42,2,0
1350,1350,Victim Party #1350,25,2,0
1351,1351,Victim Party #1351,55,2,0
1352,1352,Victim Party #1352,21,1,0
1353,1353,Victim Party #1353,27,2,0
1354,1354,Victim Party #1354,50,1,0
1355,1355,Victim Party #1355,43,1,0
1356,1356,Victim Party #1356,46,1,0
1357,1357,Victim Party #1357,55,1,0
1358,1358,Victim Party #1358,28,1,0
1359,1359,Victim Party #1359,41,2,0
1360,1360,Victim Party #1360,48,1,0
1361,1361,Victim Party #1361,44,1,0
1362,1362,Victim Party #1362,26,1,0
1363,1363,Victim Party #1363,23,2,0
1364,1364,Victim Party #1364,32,2,0
1365,1365,Victim Party #1365,20,1,0
1366,1366,Victim Party #1366,45,2,0
1367,1367,Victim Party #1367,47,2,0
1368,1368,Victim Party #1368,35,1,0
1369,1369,Victim Party #1369,53,2,0
1370,1370,Victim Party #1370,24,1,0
1371,1371,Victim Party #1371,26,1,0
1372,1372,Victim Party #1372,47,1,0
1373,1373,Victim Party #1373,43,2,0
1374,1374,Victim Party #1374,36,2,0
1375,1375,Victim Party #1375,32,2,0
1376,1376,Victim Party #1376,35,1,0
1377,1377,Victim Party #1377,32,2,0
1378,1378,Victim Party #1378,41,1,0
1379,1379,Victim Party #1379,39,1,0
1380,1380,Victim Party #1380,54,1,0
1381,1381,Victim Party #1381,25,2,0
1382,1382,Victim Party #1382,36,2,0
1383,1383,Victim Party #1383,56,2,0
1384,1384,Victim Party #1384,26,2,0
1385,1385,Victim Party #1385,32,2,0
1386,1386,Victim Party #1386,35,2,0
1387,1387,Victim Party #1387,28,1,0
1388,1388,Victim Party #1388,44,1,0
1389,1389,Victim Party #1389,22,1,0
1390,1390,Victim Party #1390,25,2,0
1391,1391,Victim Party #1391,41,2,0
1392,1392,Victim Party #1392,58,2,0
1393,1393,Victim Party #1393,40,1,0
1394,1394,Victim Party #1394,31,2,0
1395,1395,Victim Party #1395,24,2,0
1396,1396,Victim Party #1396,19,2,0
1397,1397,Victim Party #1397,50,2,0
1398,1398,Victim Party #1398,46,1,0
1399,1399,Victim Party #1399,21,2,0
1400,1400,Victim Party #1400,35,1,0
1401,1401,Victim Party #1401,55,2,0
1402,1402,Victim Party #1402,41,2,0
1403,1403,Victim Party #1403,37,1,0
1404,1404,Victim Party #1404,28,2,0
1405,1405,Victim Party #1405,55,1,0
1406,1406,Victim Party #1406,57,2,0
1407,1407,Victim Party #1407,57,2,0
1408,1408,Victim Party #1408,22,2,0
1409,1409,Victim Party #1409,23,1,0
1410,1410,Victim Party #1410,52,1,0
1411,1411,Victim Party #1411,52,1,0
1412,1412,Victim Party #1412,22,2,0
1413,1413,Victim Party #1413,34,1,0
1414,1414,Victim Party #1414,54,2,0
1415,1415,Victim Party #1415,35,1,0
1416,1416,Victim Party #1416,30,1,0
1417,1417,Victim Party #1417,41,1,0
1418,1418,Victim Party #1418,49,2,0
1419,1419,Victim Party #1419,56,1,0
1420,1420,Victim Party #1420,40,2,0
1421,1421,Victim Party #1421,42,2,0
1422,1422,Victim Party #1422,34,2,0
1423,1423,Victim Party #1423,20,2,0
1424,1424,Victim Party #1424,30,1,0
1425,1425,Victim Party #1425,44,2,0
1426,1426,Victim Party #1426,47,1,0
1427,1427,Victim Party #1427,32,2,0
1428,1428,Victim Party #1428,47,2,0
1429,1429,Victim Party #1429,21,1,0
1430,1430,Victim Party #1430,46,2,0
1431,1431,Victim Party #1431,36,1,0
1432,1432,Victim Party #1432,23,1,0
1433,1433,Victim Party #1433,51,1,0
1434,1434,Victim Party #1434,32,2,0
1435,1435,Victim Party #1435,54,1,0
1436,1436,Victim Party #1436,25,2,0
1437,1437,Victim Party #1437,32,2,0
1438,1438,Victim Party #1438,46,2,0
1439,1439,Victim Party #1439,46,2,0
1440,1440,Victim Party #1440,51,1,0
1441,1441,Victim Party #1441,56,2,0
1442,1442,Victim Party #1442,39,1,0
1443,1443,Victim Party #1443,36,1,0
1444,1444,Victim Party #1444,47,2,0
1445,1445,Victim Party #1445,35,1,0
1446,1446,Victim Party #1446,24,1,0
1447,1447,Victim Party #1447,20,2,0
1448,1448,Victim Party #1448,57,1,0
1449,1449,Victim Party #1449,21,2,0
1450,1450,Victim Party #1450,22,2,0
1451,1451,Victim Party #1451,37,2,0
1452,1452,Victim Party #1452,49,1,0
1453,1453,Victim Party #1453,54,2,0
1454,1454,Victim Party #1454,28,2,0
1455,1455,Victim Party #1455,20,1,0
1456,1456,Victim Party #1456,56,2,0
1457,1457,Victim Party #1457,54,2,0
1458,1458,Victim Party #1458,58,1,0
1459,1459,Victim Party #1459,48,2,0
1460,1460,Victim Party #1460,32,1,0
1461,1461,Victim Party #1461,34,2,0
1462,1462,Victim Party #1462,19,2,0
1463,1463,Victim Party #1463,49,2,0
1464,1464,Victim Party #1464,35,1,0
1465,1465,Victim Party #1465,47,1,0
1466,1466,Victim Party #1466,24,1,0
1467,1467,Victim Party #1467,21,1,0
1468,1468,Victim Party #1468,52,1,0
1469,1469,Victim Party #1469,48,1,0
1470,1470,Victim Party #1470,37,2,0
