CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
241,101020024202600241,202600241,2024-10-22,1003,24,1,1,1,2,1,3,2024-10-22 14:39:00,2024-10-22 14:39:00,2024-10-22 14:39:00,15.3099,75.1156,"Reported incident of robbery at Near Ghose Marg, Hubballi-Dharwad. Suspect vehicle noticed with plate KA-40-M-3235."
242,101020024202600242,202600242,2024-11-19,1004,24,1,1,1,2,1,3,2024-11-19 19:40:00,2024-11-19 19:40:00,2024-11-19 19:40:00,15.0957,76.9802,"Reported incident of robbery at Near Gala Nagar, Ballari. Suspect vehicle noticed with plate KA-14-KB-2161."
243,101020024202600243,202600243,2024-08-26,1003,24,1,2,1,1,2,3,2024-08-26 21:03:00,2024-08-26 21:03:00,2024-08-26 21:03:00,12.5784,76.8935,"Reported incident of vehicle theft at Near Palan Path, Mandya. Suspect vehicle noticed with plate KA-49-KA-3980."
244,101020024202600244,202600244,2024-12-14,1001,24,1,2,1,1,1,3,2024-12-14 09:46:00,2024-12-14 09:46:00,2024-12-14 09:46:00,13.3109,74.7205,"Reported incident of cybercrime at Near Kumar Zila, Udupi."
245,101020024202600245,202600245,2024-01-11,1002,24,1,2,1,1,1,3,2024-01-11 12:46:00,2024-01-11 12:46:00,2024-01-11 12:46:00,16.2551,77.3341,"Reported incident of fraud at Near Amble Path, Raichur."
246,101020024202600246,202600246,2025-05-13,1002,24,1,1,2,4,2,3,2025-05-13 03:21:00,2025-05-13 03:21:00,2025-05-13 03:21:00,12.4978,76.974,"Reported incident of assault at Near Golla Path, Mandya."
247,101020024202600247,202600247,2024-11-07,1003,24,1,2,1,1,1,3,2024-11-07 14:06:00,2024-11-07 14:06:00,2024-11-07 14:06:00,14.5352,75.9736,"Reported incident of burglary at Near Taneja Zila, Davangere."
248,104430024202600248,202600248,2024-11-18,1002,24,1,2,1,3,1,1,2024-11-18 04:00:00,2024-11-18 04:00:00,2024-11-18 04:00:00,13.0294,77.5973,"Reported incident of chain snatching at Near Menon Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-32-A-6207."
249,101020024202600249,202600249,2024-10-16,1003,24,1,2,1,1,3,3,2024-10-16 00:34:00,2024-10-16 00:34:00,2024-10-16 00:34:00,16.2421,77.2745,"Reported incident of vehicle theft at Near Vohra Ganj, Raichur. Suspect vehicle noticed with plate KA-53-M-2248."
250,101020024202600250,202600250,2024-09-06,1002,24,1,2,1,1,1,3,2024-09-06 16:21:00,2024-09-06 16:21:00,2024-09-06 16:21:00,12.6208,76.8199,"Reported incident of vehicle theft at Near Toor Chowk, Mandya. Suspect vehicle noticed with plate KA-41-P-1296."
251,101020024202600251,202600251,2024-02-07,1004,24,1,2,1,1,2,3,2024-02-07 12:06:00,2024-02-07 12:06:00,2024-02-07 12:06:00,13.1596,78.2046,"Reported incident of fraud at Near Bava Street, Kolar."
252,101020024202600252,202600252,2024-06-15,1004,24,1,2,1,1,1,3,2024-06-15 03:14:00,2024-06-15 03:14:00,2024-06-15 03:14:00,12.2575,76.7343,"Reported incident of hit and run at Near Vyas Circle, Mysuru."
253,104430024202600253,202600253,2024-09-23,1002,24,1,2,1,1,1,1,2024-09-23 22:18:00,2024-09-23 22:18:00,2024-09-23 22:18:00,12.9248,77.5774,"Reported incident of eve teasing at Near Suresh Marg, Bengaluru Urban."
254,104430024202600254,202600254,2024-05-14,1003,24,1,2,1,1,1,1,2024-05-14 06:47:00,2024-05-14 06:47:00,2024-05-14 06:47:00,12.8852,77.5951,"Reported incident of vehicle theft at Near Venkatesh Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-15-N-3077."
255,104430024202600255,202600255,2025-01-17,1001,24,1,2,1,1,1,1,2025-01-17 02:12:00,2025-01-17 02:12:00,2025-01-17 02:12:00,12.9799,77.6013,"Reported incident of vehicle theft at Near Ghosh Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-33-N-5575."
256,101020024202600256,202600256,2024-10-26,1001,24,1,2,1,1,1,3,2024-10-26 17:54:00,2024-10-26 17:54:00,2024-10-26 17:54:00,16.7849,75.7644,"Reported incident of vehicle theft at Near Mane, Vijayapura. Suspect vehicle noticed with plate KA-16-N-4399."
257,101020024202600257,202600257,2024-01-14,1004,24,1,2,1,1,1,3,2024-01-14 17:20:00,2024-01-14 17:20:00,2024-01-14 17:20:00,13.3212,75.6858,"Reported incident of property crime at Near Srinivasan, Chikkamagaluru."
258,101020024202600258,202600258,2025-05-16,1003,24,1,1,2,4,1,3,2025-05-16 01:25:00,2025-05-16 01:25:00,2025-05-16 01:25:00,12.5574,76.8734,"Reported incident of assault at Near Grover Road, Mandya."
259,104430024202600259,202600259,2024-08-12,1001,24,1,2,1,1,1,1,2024-08-12 01:28:00,2024-08-12 01:28:00,2024-08-12 01:28:00,13.0136,77.5865,"Reported incident of burglary at Near Khosla, Bengaluru Urban."
260,101020024202600260,202600260,2024-12-25,1001,24,1,2,1,3,1,3,2024-12-25 20:26:00,2024-12-25 20:26:00,2024-12-25 20:26:00,12.3316,76.6304,"Reported incident of chain snatching at Near Saraf Circle, Mysuru. Suspect vehicle noticed with plate KA-50-A-2937."
261,101020024202600261,202600261,2025-01-16,1004,24,1,2,1,3,2,3,2025-01-16 23:05:00,2025-01-16 23:05:00,2025-01-16 23:05:00,12.4941,76.9326,"Reported incident of chain snatching at Near Dyal Street, Mandya. Suspect vehicle noticed with plate KA-22-P-5563."
262,101020024202600262,202600262,2024-01-19,1003,24,1,2,1,1,2,3,2024-01-19 15:46:00,2024-01-19 15:46:00,2024-01-19 15:46:00,13.2787,75.7323,"Reported incident of cybercrime at Near Kashyap Nagar, Chikkamagaluru."
263,104430024202600263,202600263,2024-12-10,1002,24,1,2,1,1,2,1,2024-12-10 07:31:00,2024-12-10 07:31:00,2024-12-10 07:31:00,13.0065,77.545,"Reported incident of vehicle theft at Near Bali Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-28-KB-3516."
264,101020024202600264,202600264,2024-11-26,1002,24,1,2,1,1,1,3,2024-11-26 03:55:00,2024-11-26 03:55:00,2024-11-26 03:55:00,16.2109,77.3151,"Reported incident of vehicle theft at Near Chaudry Zila, Raichur. Suspect vehicle noticed with plate KA-44-B-4557."
265,101020024202600265,202600265,2024-12-11,1003,24,1,2,1,1,1,3,2024-12-11 13:17:00,2024-12-11 13:17:00,2024-12-11 13:17:00,18.0052,77.4664,"Reported incident of vehicle theft at Near Chada Marg, Bidar. Suspect vehicle noticed with plate KA-31-KA-4744."
266,104430024202600266,202600266,2024-01-26,1003,24,1,2,1,1,1,1,2024-01-26 06:15:00,2024-01-26 06:15:00,2024-01-26 06:15:00,12.9983,77.5721,"Reported incident of cybercrime at Near Roy Street, Bengaluru Urban."
267,101020024202600267,202600267,2024-11-21,1003,24,1,2,1,1,2,3,2024-11-21 02:26:00,2024-11-21 02:26:00,2024-11-21 02:26:00,16.867,75.6666,"Reported incident of vehicle theft at Near Khurana Chowk, Vijayapura. Suspect vehicle noticed with plate KA-22-M-5264."
268,101020024202600268,202600268,2025-05-09,1003,24,1,2,1,1,1,3,2025-05-09 07:08:00,2025-05-09 07:08:00,2025-05-09 07:08:00,14.5231,75.8966,"Reported incident of fraud at Near Narasimhan Street, Davangere."
269,101020024202600269,202600269,2024-11-23,1004,24,1,2,1,1,1,3,2024-11-23 22:59:00,2024-11-23 22:59:00,2024-11-23 22:59:00,16.8151,75.6747,"Reported incident of kidnapping at Near Srinivasan Road, Vijayapura."
270,104430024202600270,202600270,2024-10-17,1004,24,1,2,1,1,2,1,2024-10-17 09:24:00,2024-10-17 09:24:00,2024-10-17 09:24:00,13.0245,77.5919,"Reported incident of fraud at Near Rout Road, Bengaluru Urban."
271,104430024202600271,202600271,2024-12-02,1001,24,1,2,1,1,1,1,2024-12-02 02:55:00,2024-12-02 02:55:00,2024-12-02 02:55:00,13.0199,77.5769,"Reported incident of vehicle theft at Near Ravel Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-07-KB-4688."
272,101020024202600272,202600272,2025-02-02,1001,24,1,2,1,1,1,3,2025-02-02 20:54:00,2025-02-02 20:54:00,2025-02-02 20:54:00,16.7827,75.672,"Reported incident of fraud at Near Bajwa Path, Vijayapura."
273,104430024202600273,202600273,2024-06-05,1003,24,1,1,2,4,1,1,2024-06-05 09:19:00,2024-06-05 09:19:00,2024-06-05 09:19:00,12.9016,77.5621,"Reported incident of assault at Near Soman, Bengaluru Urban."
274,101020024202600274,202600274,2024-07-13,1002,24,1,2,1,1,1,3,2024-07-13 19:24:00,2024-07-13 19:24:00,2024-07-13 19:24:00,16.7875,75.7536,"Reported incident of eve teasing at Near Garg Circle, Vijayapura."
275,104430024202600275,202600275,2025-01-03,1001,24,1,2,1,1,2,1,2025-01-03 16:48:00,2025-01-03 16:48:00,2025-01-03 16:48:00,12.886,77.5902,"Reported incident of vehicle theft at Near Bakshi Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-03-P-1189."
276,104430024202600276,202600276,2024-07-04,1004,24,1,2,1,1,1,1,2024-07-04 13:28:00,2024-07-04 13:28:00,2024-07-04 13:28:00,13.0262,77.5994,"Reported incident of drug offence at Near Badal Path, Bengaluru Urban."
277,101020024202600277,202600277,2025-04-10,1001,24,1,1,2,4,1,3,2025-04-10 10:51:00,2025-04-10 10:51:00,2025-04-10 10:51:00,14.5735,75.9569,"Reported incident of assault at Near Kapoor Marg, Davangere."
278,101020024202600278,202600278,2024-08-29,1004,24,1,2,1,1,1,3,2024-08-29 06:17:00,2024-08-29 06:17:00,2024-08-29 06:17:00,14.5518,75.9588,"Reported incident of fraud at Near Sabharwal Nagar, Davangere."
279,101020024202600279,202600279,2024-01-10,1001,24,1,2,1,1,1,3,2024-01-10 18:44:00,2024-01-10 18:44:00,2024-01-10 18:44:00,13.3103,74.7388,"Reported incident of hit and run at Near Ranganathan Street, Udupi."
280,101020024202600280,202600280,2024-04-02,1003,24,1,2,1,1,1,3,2024-04-02 16:26:00,2024-04-02 16:26:00,2024-04-02 16:26:00,13.9234,75.6391,"Reported incident of fraud at Near Konda Zila, Shivamogga."
281,101020024202600281,202600281,2024-03-18,1004,24,1,1,1,2,1,3,2024-03-18 17:09:00,2024-03-18 17:09:00,2024-03-18 17:09:00,13.0465,78.0829,"Reported incident of robbery at Near Bose Zila, Kolar. Suspect vehicle noticed with plate KA-15-KB-9404."
282,104430024202600282,202600282,2024-10-03,1003,24,1,1,1,2,1,1,2024-10-03 08:24:00,2024-10-03 08:24:00,2024-10-03 08:24:00,13.0318,77.5692,"Reported incident of robbery at Near Sarkar Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-05-N-2287."
283,104430024202600283,202600283,2024-06-07,1004,24,1,2,1,1,1,1,2024-06-07 02:32:00,2024-06-07 02:32:00,2024-06-07 02:32:00,12.9668,77.641,"Reported incident of cybercrime at Near Mittal Nagar, Bengaluru Urban."
284,101020024202600284,202600284,2025-04-25,1004,24,1,2,1,1,1,3,2025-04-25 11:26:00,2025-04-25 11:26:00,2025-04-25 11:26:00,14.5674,75.9595,"Reported incident of fraud at Near Sabharwal Path, Davangere."
285,104430024202600285,202600285,2024-11-06,1001,24,1,2,1,3,3,1,2024-11-06 16:56:00,2024-11-06 16:56:00,2024-11-06 16:56:00,13.0036,77.5865,"Reported incident of chain snatching at Near Sanghvi Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-19-M-7366."
286,101020024202600286,202600286,2025-05-03,1002,24,1,2,1,1,1,3,2025-05-03 01:25:00,2025-05-03 01:25:00,2025-05-03 01:25:00,15.1786,76.8382,"Reported incident of kidnapping at Near Nadig Nagar, Ballari."
287,104430024202600287,202600287,2025-02-04,1003,24,1,2,1,1,1,1,2025-02-04 03:20:00,2025-02-04 03:20:00,2025-02-04 03:20:00,13.001,77.5426,"Reported incident of burglary at Near Barman Circle, Bengaluru Urban."
288,104430024202600288,202600288,2024-05-08,1003,24,1,2,1,1,1,1,2024-05-08 18:22:00,2024-05-08 18:22:00,2024-05-08 18:22:00,12.9705,77.5432,"Reported incident of fraud at Near Dara Road, Bengaluru Urban."
289,101020024202600289,202600289,2025-03-16,1003,24,1,2,1,1,1,3,2025-03-16 14:44:00,2025-03-16 14:44:00,2025-03-16 14:44:00,16.8643,75.6577,"Reported incident of cybercrime at Near Murty Path, Vijayapura."
290,101020024202600290,202600290,2025-04-12,1001,24,1,2,1,1,1,3,2025-04-12 05:04:00,2025-04-12 05:04:00,2025-04-12 05:04:00,16.2125,77.3262,"Reported incident of burglary at Near Chandran, Raichur."
291,101020024202600291,202600291,2024-05-16,1002,24,1,1,2,4,2,3,2024-05-16 11:32:00,2024-05-16 11:32:00,2024-05-16 11:32:00,17.2747,76.9256,"Reported incident of assault at Near Nagy Ganj, Kalaburagi."
292,101020024202600292,202600292,2025-01-08,1004,24,1,1,1,2,1,3,2025-01-08 10:44:00,2025-01-08 10:44:00,2025-01-08 10:44:00,14.5347,75.8852,"Reported incident of robbery at Near Wagle Chowk, Davangere. Suspect vehicle noticed with plate KA-49-KB-1697."
293,101020024202600293,202600293,2024-11-11,1003,24,1,2,1,3,1,3,2024-11-11 15:34:00,2024-11-11 15:34:00,2024-11-11 15:34:00,13.3118,77.0637,"Reported incident of chain snatching at Near Basak Zila, Tumakuru. Suspect vehicle noticed with plate KA-55-KB-5647."
294,101020024202600294,202600294,2024-08-03,1001,24,1,2,1,1,1,3,2024-08-03 05:55:00,2024-08-03 05:55:00,2024-08-03 05:55:00,13.0157,76.1303,"Reported incident of eve teasing at Near Sinha Zila, Hassan."
295,101020024202600295,202600295,2024-04-05,1004,24,1,2,1,1,1,3,2024-04-05 15:46:00,2024-04-05 15:46:00,2024-04-05 15:46:00,17.292,76.8549,"Reported incident of property crime at Near Chhabra, Kalaburagi."
296,104430024202600296,202600296,2024-11-09,1002,24,1,2,1,1,1,1,2024-11-09 19:40:00,2024-11-09 19:40:00,2024-11-09 19:40:00,13.2577,77.5612,"Reported incident of eve teasing at Near Narasimhan Street, Bengaluru Rural."
297,101020024202600297,202600297,2025-05-11,1001,24,1,2,1,1,1,3,2025-05-11 03:32:00,2025-05-11 03:32:00,2025-05-11 03:32:00,12.8785,74.8864,"Reported incident of drug offence at Near Batta Marg, Mangaluru (Dakshina Kannada)."
298,104430024202600298,202600298,2024-09-10,1003,24,1,2,1,1,1,1,2024-09-10 06:55:00,2024-09-10 06:55:00,2024-09-10 06:55:00,13.007,77.6132,"Reported incident of cybercrime at Near Dube Circle, Bengaluru Urban."
299,104430024202600299,202600299,2024-07-14,1002,24,1,2,1,3,1,1,2024-07-14 23:11:00,2024-07-14 23:11:00,2024-07-14 23:11:00,12.9992,77.64,"Reported incident of chain snatching at Near Varkey Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-22-KB-6444."
300,104430024202600300,202600300,2024-08-07,1002,24,1,2,1,1,1,1,2024-08-07 08:03:00,2024-08-07 08:03:00,2024-08-07 08:03:00,12.9731,77.5949,"Reported incident of cybercrime at Near Datta Street, Bengaluru Urban."
301,101020024202600301,202600301,2024-11-27,1001,24,1,2,1,1,3,3,2024-11-27 02:24:00,2024-11-27 02:24:00,2024-11-27 02:24:00,15.8622,74.4377,"Reported incident of vehicle theft at Near Sane Nagar, Belagavi. Suspect vehicle noticed with plate KA-24-KA-7538."
302,101020024202600302,202600302,2024-07-20,1004,24,1,2,1,1,1,3,2024-07-20 15:46:00,2024-07-20 15:46:00,2024-07-20 15:46:00,14.5196,75.9109,"Reported incident of fraud at Near Chowdhury Marg, Davangere."
303,101020024202600303,202600303,2024-09-01,1001,24,1,2,1,1,1,3,2024-09-01 00:25:00,2024-09-01 00:25:00,2024-09-01 00:25:00,12.2321,76.6898,"Reported incident of fraud at Near Sane, Mysuru."
304,104430024202600304,202600304,2024-04-13,1004,24,1,2,1,1,1,1,2024-04-13 20:03:00,2024-04-13 20:03:00,2024-04-13 20:03:00,12.9876,77.6135,"Reported incident of hit and run at Near Buch Zila, Bengaluru Urban."
305,101020024202600305,202600305,2024-12-15,1004,24,1,2,1,1,1,3,2024-12-15 09:31:00,2024-12-15 09:31:00,2024-12-15 09:31:00,15.0868,76.9717,"Reported incident of cybercrime at Near Shankar, Ballari."
306,104430024202600306,202600306,2025-05-05,1002,24,1,2,1,1,2,1,2025-05-05 01:29:00,2025-05-05 01:29:00,2025-05-05 01:29:00,12.8864,77.5694,"Reported incident of eve teasing at Near Memon Ganj, Bengaluru Urban."
307,104430024202600307,202600307,2024-08-25,1002,24,1,2,1,1,1,1,2024-08-25 19:54:00,2024-08-25 19:54:00,2024-08-25 19:54:00,13.2545,77.5415,"Reported incident of burglary at Near Mody Marg, Bengaluru Rural."
308,101020024202600308,202600308,2024-01-22,1003,24,1,2,1,1,1,3,2024-01-22 23:10:00,2024-01-22 23:10:00,2024-01-22 23:10:00,12.9655,74.8638,"Reported incident of drug offence at Near Mitra Marg, Mangaluru (Dakshina Kannada)."
309,101020024202600309,202600309,2024-08-11,1001,24,1,2,1,1,1,3,2024-08-11 09:20:00,2024-08-11 09:20:00,2024-08-11 09:20:00,13.384,77.0803,"Reported incident of vehicle theft at Near Salvi, Tumakuru. Suspect vehicle noticed with plate KA-44-KB-5080."
310,104430024202600310,202600310,2025-01-15,1001,24,1,2,1,1,1,1,2025-01-15 01:33:00,2025-01-15 01:33:00,2025-01-15 01:33:00,12.9794,77.5942,"Reported incident of vehicle theft at Near Mitra Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-06-KA-3277."
311,101020024202600311,202600311,2024-07-12,1002,24,1,2,1,1,1,3,2024-07-12 07:27:00,2024-07-12 07:27:00,2024-07-12 07:27:00,12.3607,76.6771,"Reported incident of burglary at Near Jhaveri, Mysuru."
312,101020024202600312,202600312,2025-02-27,1001,24,1,2,1,1,1,3,2025-02-27 06:56:00,2025-02-27 06:56:00,2025-02-27 06:56:00,12.3559,76.5893,"Reported incident of drug offence at Near Bobal Ganj, Mysuru."
313,101020024202600313,202600313,2024-01-22,1003,24,1,2,1,1,1,3,2024-01-22 03:00:00,2024-01-22 03:00:00,2024-01-22 03:00:00,13.3951,74.6542,"Reported incident of cybercrime at Near Wason Nagar, Udupi."
314,101020024202600314,202600314,2024-02-06,1002,24,1,2,1,3,1,3,2024-02-06 04:45:00,2024-02-06 04:45:00,2024-02-06 04:45:00,16.7969,75.6646,"Reported incident of chain snatching at Near Kalla Street, Vijayapura. Suspect vehicle noticed with plate KA-44-A-9599."
315,101020024202600315,202600315,2024-01-10,1003,24,1,2,1,1,1,3,2024-01-10 03:15:00,2024-01-10 03:15:00,2024-01-10 03:15:00,13.326,75.8084,"Reported incident of fraud at Near Banerjee Street, Chikkamagaluru."
316,101020024202600316,202600316,2024-11-23,1002,24,1,2,1,1,1,3,2024-11-23 13:52:00,2024-11-23 13:52:00,2024-11-23 13:52:00,13.9177,75.6691,"Reported incident of hit and run at Near Ravi, Shivamogga."
317,101020024202600317,202600317,2025-05-02,1002,24,1,2,1,1,1,3,2025-05-02 02:25:00,2025-05-02 02:25:00,2025-05-02 02:25:00,13.9436,75.6187,"Reported incident of burglary at Near Dara Road, Shivamogga."
318,101020024202600318,202600318,2024-10-12,1004,24,1,2,1,1,1,3,2024-10-12 07:21:00,2024-10-12 07:21:00,2024-10-12 07:21:00,13.2225,78.0737,"Reported incident of burglary at Near Garde Marg, Kolar."
319,104430024202600319,202600319,2024-02-22,1003,24,1,2,1,3,1,1,2024-02-22 08:23:00,2024-02-22 08:23:00,2024-02-22 08:23:00,13.0064,77.5756,"Reported incident of chain snatching at Near Nadig Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-36-P-8096."
320,104430024202600320,202600320,2025-05-19,1004,24,1,2,1,1,1,1,2025-05-19 18:02:00,2025-05-19 18:02:00,2025-05-19 18:02:00,12.9231,77.5544,"Reported incident of hit and run at Near Keer Zila, Bengaluru Urban."
321,101020024202600321,202600321,2024-02-28,1001,24,1,2,1,1,2,3,2024-02-28 07:01:00,2024-02-28 07:01:00,2024-02-28 07:01:00,13.3526,74.7047,"Reported incident of drug offence at Near Dyal Chowk, Udupi."
322,101020024202600322,202600322,2025-01-09,1001,24,1,2,1,1,1,3,2025-01-09 18:51:00,2025-01-09 18:51:00,2025-01-09 18:51:00,15.288,76.1118,"Reported incident of burglary at Near Khurana Zila, Koppal."
323,104430024202600323,202600323,2024-10-03,1003,24,1,2,1,1,1,1,2024-10-03 22:47:00,2024-10-03 22:47:00,2024-10-03 22:47:00,12.9998,77.5986,"Reported incident of vehicle theft at Near Bedi Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-41-M-6914."
324,101020024202600324,202600324,2024-10-11,1004,24,1,2,1,3,1,3,2024-10-11 04:07:00,2024-10-11 04:07:00,2024-10-11 04:07:00,16.2313,77.3695,"Reported incident of chain snatching at Near Buch Nagar, Raichur. Suspect vehicle noticed with plate KA-43-M-8648."
325,104430024202600325,202600325,2024-10-05,1004,24,1,2,1,1,1,1,2024-10-05 18:52:00,2024-10-05 18:52:00,2024-10-05 18:52:00,12.9771,77.6521,"Reported incident of cybercrime at Near Dutt Ganj, Bengaluru Urban."
326,104430024202600326,202600326,2024-05-04,1004,24,1,2,1,1,1,1,2024-05-04 00:23:00,2024-05-04 00:23:00,2024-05-04 00:23:00,12.9897,77.5694,"Reported incident of cybercrime at Near Edwin Marg, Bengaluru Urban."
327,101020024202600327,202600327,2025-05-28,1001,24,1,2,1,3,1,3,2025-05-28 10:07:00,2025-05-28 10:07:00,2025-05-28 10:07:00,15.8053,74.5144,"Reported incident of chain snatching at Near Dar Street, Belagavi. Suspect vehicle noticed with plate KA-33-A-2879."
328,101020024202600328,202600328,2024-07-05,1002,24,1,2,1,1,1,3,2024-07-05 01:44:00,2024-07-05 01:44:00,2024-07-05 01:44:00,12.9638,74.8582,"Reported incident of property crime at Near Sarkar, Mangaluru (Dakshina Kannada)."
329,101020024202600329,202600329,2024-10-13,1004,24,1,2,1,1,1,3,2024-10-13 08:12:00,2024-10-13 08:12:00,2024-10-13 08:12:00,17.9827,77.4973,"Reported incident of murder at Near Bajwa Marg, Bidar."
330,101020024202600330,202600330,2025-06-01,1003,24,1,2,1,1,1,3,2025-06-01 13:09:00,2025-06-01 13:09:00,2025-06-01 13:09:00,17.2926,76.8235,"Reported incident of hit and run at Near Murty Circle, Kalaburagi."
331,104430024202600331,202600331,2024-12-24,1003,24,1,2,1,3,2,1,2024-12-24 07:59:00,2024-12-24 07:59:00,2024-12-24 07:59:00,12.9646,77.591,"Reported incident of chain snatching at Near Upadhyay Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-40-A-9534."
332,101020024202600332,202600332,2024-10-16,1002,24,1,2,1,1,1,3,2024-10-16 12:47:00,2024-10-16 12:47:00,2024-10-16 12:47:00,16.2098,77.3162,"Reported incident of burglary at Near Oommen, Raichur."
333,104430024202600333,202600333,2024-09-07,1002,24,1,2,1,1,1,1,2024-09-07 19:18:00,2024-09-07 19:18:00,2024-09-07 19:18:00,12.9849,77.5628,"Reported incident of burglary at Near Gara Chowk, Bengaluru Urban."
334,101020024202600334,202600334,2024-10-27,1004,24,1,2,1,1,1,3,2024-10-27 23:09:00,2024-10-27 23:09:00,2024-10-27 23:09:00,15.1632,76.8536,"Reported incident of fraud at Near Ranganathan Street, Ballari."
335,101020024202600335,202600335,2024-10-07,1003,24,1,2,1,1,3,3,2024-10-07 09:14:00,2024-10-07 09:14:00,2024-10-07 09:14:00,13.0495,76.0686,"Reported incident of burglary at Near Ramachandran Circle, Hassan."
336,104430024202600336,202600336,2025-02-10,1003,24,1,2,1,1,1,1,2025-02-10 19:44:00,2025-02-10 19:44:00,2025-02-10 19:44:00,13.0341,77.5193,"Reported incident of burglary at Near Gola Path, Bengaluru Urban."
337,101020024202600337,202600337,2025-03-03,1004,24,1,2,1,1,1,3,2025-03-03 17:07:00,2025-03-03 17:07:00,2025-03-03 17:07:00,16.2523,77.3406,"Reported incident of fraud at Near Chanda Ganj, Raichur."
338,104430024202600338,202600338,2025-01-22,1002,24,1,2,1,1,1,1,2025-01-22 05:47:00,2025-01-22 05:47:00,2025-01-22 05:47:00,12.9959,77.5725,"Reported incident of vehicle theft at Near Chopra Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-42-P-6725."
339,101020024202600339,202600339,2025-01-04,1002,24,1,2,1,1,1,3,2025-01-04 12:07:00,2025-01-04 12:07:00,2025-01-04 12:07:00,12.876,74.8699,"Reported incident of domestic violence at Near Viswanathan Marg, Mangaluru (Dakshina Kannada)."
340,101020024202600340,202600340,2024-04-14,1003,24,1,1,1,2,2,3,2024-04-14 16:14:00,2024-04-14 16:14:00,2024-04-14 16:14:00,12.2791,76.6158,"Reported incident of robbery at Near Khosla Zila, Mysuru. Suspect vehicle noticed with plate KA-20-P-1405."
341,104430024202600341,202600341,2024-10-21,1004,24,1,2,1,1,1,1,2024-10-21 18:29:00,2024-10-21 18:29:00,2024-10-21 18:29:00,12.968,77.5681,"Reported incident of vehicle theft at Near Misra Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-01-M-4175."
342,104430024202600342,202600342,2024-03-11,1004,24,1,1,2,4,1,1,2024-03-11 23:41:00,2024-03-11 23:41:00,2024-03-11 23:41:00,12.9867,77.6478,"Reported incident of assault at Near Iyer Ganj, Bengaluru Urban."
343,101020024202600343,202600343,2024-12-23,1003,24,1,2,1,1,1,3,2024-12-23 00:21:00,2024-12-23 00:21:00,2024-12-23 00:21:00,12.5831,76.8894,"Reported incident of cybercrime at Near Babu, Mandya."
344,101020024202600344,202600344,2024-04-17,1003,24,1,2,1,1,1,3,2024-04-17 21:44:00,2024-04-17 21:44:00,2024-04-17 21:44:00,13.0114,74.8591,"Reported incident of eve teasing at Near Narang Path, Mangaluru (Dakshina Kannada)."
345,101020024202600345,202600345,2024-05-15,1004,24,1,2,1,1,1,3,2024-05-15 13:03:00,2024-05-15 13:03:00,2024-05-15 13:03:00,15.3049,76.1199,"Reported incident of murder at Near Modi Road, Koppal."
346,101020024202600346,202600346,2024-11-19,1004,24,1,1,2,4,1,3,2024-11-19 04:00:00,2024-11-19 04:00:00,2024-11-19 04:00:00,16.7931,75.7138,"Reported incident of assault at Near Bora Nagar, Vijayapura."
347,104430024202600347,202600347,2025-05-17,1004,24,1,2,1,1,1,1,2025-05-17 21:14:00,2025-05-17 21:14:00,2025-05-17 21:14:00,13.034,77.5649,"Reported incident of fraud at Near Anne Zila, Bengaluru Urban."
348,101020024202600348,202600348,2024-10-16,1004,24,1,2,1,1,1,3,2024-10-16 13:05:00,2024-10-16 13:05:00,2024-10-16 13:05:00,13.8907,75.5495,"Reported incident of drug offence at Near Mishra, Shivamogga."
349,101020024202600349,202600349,2024-10-17,1001,24,1,2,1,3,1,3,2024-10-17 20:31:00,2024-10-17 20:31:00,2024-10-17 20:31:00,13.101,76.1939,"Reported incident of chain snatching at Near Basak Chowk, Hassan. Suspect vehicle noticed with plate KA-53-B-9862."
350,104430024202600350,202600350,2024-10-27,1003,24,1,2,1,3,1,1,2024-10-27 16:56:00,2024-10-27 16:56:00,2024-10-27 16:56:00,12.9967,77.6123,"Reported incident of chain snatching at Near Deep, Bengaluru Urban. Suspect vehicle noticed with plate KA-07-KB-6820."
351,101020024202600351,202600351,2024-11-02,1004,24,1,2,1,3,1,3,2024-11-02 20:22:00,2024-11-02 20:22:00,2024-11-02 20:22:00,12.5692,76.8674,"Reported incident of chain snatching at Near Mohan Ganj, Mandya. Suspect vehicle noticed with plate KA-34-B-5625."
