ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
580,580,Citizen Informant #580,53,2,1,1,1
581,581,Citizen Informant #581,30,10,1,1,2
582,582,Citizen Informant #582,48,10,1,1,1
583,583,Citizen Informant #583,58,8,1,1,1
584,584,Citizen Informant #584,28,2,1,1,2
585,585,Citizen Informant #585,27,3,1,1,1
586,586,Citizen Informant #586,60,7,1,1,1
587,587,Citizen Informant #587,37,6,1,1,1
588,588,Citizen Informant #588,46,6,1,1,2
589,589,Citizen Informant #589,25,9,1,1,1
590,590,Citizen Informant #590,29,8,1,1,1
591,591,Citizen Informant #591,58,5,1,1,1
592,592,Citizen Informant #592,52,7,1,1,1
593,593,Citizen Informant #593,34,1,1,1,1
594,594,Citizen Informant #594,50,9,1,1,2
595,595,Citizen Informant #595,57,8,1,1,2
596,596,Citizen Informant #596,53,5,1,1,1
597,597,Citizen Informant #597,46,5,1,1,1
598,598,Citizen Informant #598,46,9,1,1,1
599,599,Citizen Informant #599,43,10,1,1,1
600,600,Citizen Informant #600,43,7,1,1,2
601,601,Citizen Informant #601,47,2,1,1,2
602,602,Citizen Informant #602,59,8,1,1,2
603,603,Citizen Informant #603,53,8,1,1,2
604,604,Citizen Informant #604,50,7,1,1,2
605,605,Citizen Informant #605,28,4,1,1,2
606,606,Citizen Informant #606,32,6,1,1,2
607,607,Citizen Informant #607,49,9,1,1,2
608,608,Citizen Informant #608,39,3,1,1,2
609,609,Citizen Informant #609,52,5,1,1,1
610,610,Citizen Informant #610,52,4,1,1,1
611,611,Citizen Informant #611,54,5,1,1,1
612,612,Citizen Informant #612,50,9,1,1,2
613,613,Citizen Informant #613,39,7,1,1,2
614,614,Citizen Informant #614,37,1,1,1,2
615,615,Citizen Informant #615,37,6,1,1,1
616,616,Citizen Informant #616,34,5,1,1,2
617,617,Citizen Informant #617,32,9,1,1,1
618,618,Citizen Informant #618,55,2,1,1,2
619,619,Citizen Informant #619,41,7,1,1,2
620,620,Citizen Informant #620,32,4,1,1,1
621,621,Citizen Informant #621,32,9,1,1,2
622,622,Citizen Informant #622,48,3,1,1,1
623,623,Citizen Informant #623,39,10,1,1,2
624,624,Citizen Informant #624,48,1,1,1,1
625,625,Citizen Informant #625,34,5,1,1,1
626,626,Citizen Informant #626,42,3,1,1,2
627,627,Citizen Informant #627,50,10,1,1,2
628,628,Citizen Informant #628,54,9,1,1,2
629,629,Citizen Informant #629,59,9,1,1,1
630,630,Citizen Informant #630,55,2,1,1,1
631,631,Citizen Informant #631,60,10,1,1,1
632,632,Citizen Informant #632,27,6,1,1,2
633,633,Citizen Informant #633,56,6,1,1,2
634,634,Citizen Informant #634,54,7,1,1,1
635,635,Citizen Informant #635,33,7,1,1,1
636,636,Citizen Informant #636,37,3,1,1,1
637,637,Citizen Informant #637,56,10,1,1,1
638,638,Citizen Informant #638,41,8,1,1,2
639,639,Citizen Informant #639,33,5,1,1,1
640,640,Citizen Informant #640,48,9,1,1,1
641,641,Citizen Informant #641,40,4,1,1,1
642,642,Citizen Informant #642,42,8,1,1,2
643,643,Citizen Informant #643,26,5,1,1,2
644,644,Citizen Informant #644,48,2,1,1,1
645,645,Citizen Informant #645,46,2,1,1,2
646,646,Citizen Informant #646,32,2,1,1,1
647,647,Citizen Informant #647,43,3,1,1,1
648,648,Citizen Informant #648,53,8,1,1,2
649,649,Citizen Informant #649,33,6,1,1,1
650,650,Citizen Informant #650,34,1,1,1,1
651,651,Citizen Informant #651,27,4,1,1,1
652,652,Citizen Informant #652,41,8,1,1,1
653,653,Citizen Informant #653,45,5,1,1,1
654,654,Citizen Informant #654,48,7,1,1,1
655,655,Citizen Informant #655,31,2,1,1,1
656,656,Citizen Informant #656,59,4,1,1,2
657,657,Citizen Informant #657,45,7,1,1,2
658,658,Citizen Informant #658,59,10,1,1,1
659,659,Citizen Informant #659,53,2,1,1,1
660,660,Citizen Informant #660,44,7,1,1,1
661,661,Citizen Informant #661,47,3,1,1,1
662,662,Citizen Informant #662,55,7,1,1,1
663,663,Citizen Informant #663,29,10,1,1,2
664,664,Citizen Informant #664,49,2,1,1,1
665,665,Citizen Informant #665,26,6,1,1,1
666,666,Citizen Informant #666,49,1,1,1,1
667,667,Citizen Informant #667,52,4,1,1,1
668,668,Citizen Informant #668,43,8,1,1,1
669,669,Citizen Informant #669,55,3,1,1,2
670,670,Citizen Informant #670,53,4,1,1,2
671,671,Citizen Informant #671,30,7,1,1,2
672,672,Citizen Informant #672,48,3,1,1,2
673,673,Citizen Informant #673,47,9,1,1,2
674,674,Citizen Informant #674,54,2,1,1,1
675,675,Citizen Informant #675,58,8,1,1,2
676,676,Citizen Informant #676,43,10,1,1,1
677,677,Citizen Informant #677,41,10,1,1,2
678,678,Citizen Informant #678,58,2,1,1,2
679,679,Citizen Informant #679,50,7,1,1,1
680,680,Citizen Informant #680,38,7,1,1,1
681,681,Citizen Informant #681,57,9,1,1,2
682,682,Citizen Informant #682,39,9,1,1,1
683,683,Citizen Informant #683,53,9,1,1,1
684,684,Citizen Informant #684,57,1,1,1,2
685,685,Citizen Informant #685,55,10,1,1,1
686,686,Citizen Informant #686,37,9,1,1,2
687,687,Citizen Informant #687,45,9,1,1,2
688,688,Citizen Informant #688,52,7,1,1,2
689,689,Citizen Informant #689,41,10,1,1,1
690,690,Citizen Informant #690,30,2,1,1,2
691,691,Citizen Informant #691,54,10,1,1,1
692,692,Citizen Informant #692,44,6,1,1,2
693,693,Citizen Informant #693,50,5,1,1,1
694,694,Citizen Informant #694,35,8,1,1,1
695,695,Citizen Informant #695,58,1,1,1,2
696,696,Citizen Informant #696,31,1,1,1,2
697,697,Citizen Informant #697,40,7,1,1,1
698,698,Citizen Informant #698,33,7,1,1,1
699,699,Citizen Informant #699,51,1,1,1,1
700,700,Citizen Informant #700,54,4,1,1,2
701,701,Citizen Informant #701,55,5,1,1,1
702,702,Citizen Informant #702,57,8,1,1,2
703,703,Citizen Informant #703,27,3,1,1,1
704,704,Citizen Informant #704,40,6,1,1,1
705,705,Citizen Informant #705,49,6,1,1,1
706,706,Citizen Informant #706,32,2,1,1,1
707,707,Citizen Informant #707,45,8,1,1,2
708,708,Citizen Informant #708,49,8,1,1,1
709,709,Citizen Informant #709,30,2,1,1,1
710,710,Citizen Informant #710,52,4,1,1,1
711,711,Citizen Informant #711,33,6,1,1,1
712,712,Citizen Informant #712,30,8,1,1,2
713,713,Citizen Informant #713,28,9,1,1,1
714,714,Citizen Informant #714,43,2,1,1,2
715,715,Citizen Informant #715,26,4,1,1,2
716,716,Citizen Informant #716,58,10,1,1,2
717,717,Citizen Informant #717,30,7,1,1,2
718,718,Citizen Informant #718,58,10,1,1,1
719,719,Citizen Informant #719,45,3,1,1,2
720,720,Citizen Informant #720,31,4,1,1,2
721,721,Citizen Informant #721,40,2,1,1,2
722,722,Citizen Informant #722,41,4,1,1,1
723,723,Citizen Informant #723,51,7,1,1,1
724,724,Citizen Informant #724,52,2,1,1,2
725,725,Citizen Informant #725,40,5,1,1,2
726,726,Citizen Informant #726,38,8,1,1,1
727,727,Citizen Informant #727,52,2,1,1,2
728,728,Citizen Informant #728,28,1,1,1,2
729,729,Citizen Informant #729,42,5,1,1,2
730,730,Citizen Informant #730,54,5,1,1,2
731,731,Citizen Informant #731,32,2,1,1,2
732,732,Citizen Informant #732,26,3,1,1,1
733,733,Citizen Informant #733,56,1,1,1,2
734,734,Citizen Informant #734,58,10,1,1,1
735,735,Citizen Informant #735,59,9,1,1,1
736,736,Citizen Informant #736,54,2,1,1,2
737,737,Citizen Informant #737,35,3,1,1,1
738,738,Citizen Informant #738,38,3,1,1,1
739,739,Citizen Informant #739,37,3,1,1,2
740,740,Citizen Informant #740,26,10,1,1,2
741,741,Citizen Informant #741,32,10,1,1,2
742,742,Citizen Informant #742,52,3,1,1,1
743,743,Citizen Informant #743,47,1,1,1,1
744,744,Citizen Informant #744,54,1,1,1,2
745,745,Citizen Informant #745,55,1,1,1,2
746,746,Citizen Informant #746,58,4,1,1,2
747,747,Citizen Informant #747,47,5,1,1,2
748,748,Citizen Informant #748,58,6,1,1,2
749,749,Citizen Informant #749,59,4,1,1,2
750,750,Citizen Informant #750,35,10,1,1,2
751,751,Citizen Informant #751,26,9,1,1,1
752,752,Citizen Informant #752,51,7,1,1,2
753,753,Citizen Informant #753,27,5,1,1,2
754,754,Citizen Informant #754,54,8,1,1,1
755,755,Citizen Informant #755,42,8,1,1,1
756,756,Citizen Informant #756,56,5,1,1,2
757,757,Citizen Informant #757,31,3,1,1,1
758,758,Citizen Informant #758,27,6,1,1,1
759,759,Citizen Informant #759,52,5,1,1,2
760,760,Citizen Informant #760,51,6,1,1,1
761,761,Citizen Informant #761,34,1,1,1,1
762,762,Citizen Informant #762,52,10,1,1,2
763,763,Citizen Informant #763,42,5,1,1,2
764,764,Citizen Informant #764,42,2,1,1,1
765,765,Citizen Informant #765,58,6,1,1,2
766,766,Citizen Informant #766,45,8,1,1,2
767,767,Citizen Informant #767,58,7,1,1,2
768,768,Citizen Informant #768,28,9,1,1,2
769,769,Citizen Informant #769,48,1,1,1,1
770,770,Citizen Informant #770,32,4,1,1,2
771,771,Citizen Informant #771,33,6,1,1,2
772,772,Citizen Informant #772,50,5,1,1,1
773,773,Citizen Informant #773,40,1,1,1,2
774,774,Citizen Informant #774,49,10,1,1,1
775,775,Citizen Informant #775,55,6,1,1,1
776,776,Citizen Informant #776,41,8,1,1,1
777,777,Citizen Informant #777,30,2,1,1,2
778,778,Citizen Informant #778,32,3,1,1,1
779,779,Citizen Informant #779,41,5,1,1,1
780,780,Citizen Informant #780,43,5,1,1,1
781,781,Citizen Informant #781,41,9,1,1,1
782,782,Citizen Informant #782,60,2,1,1,2
783,783,Citizen Informant #783,52,10,1,1,2
784,784,Citizen Informant #784,57,8,1,1,1
785,785,Citizen Informant #785,27,8,1,1,1
786,786,Citizen Informant #786,57,3,1,1,2
787,787,Citizen Informant #787,36,6,1,1,2
788,788,Citizen Informant #788,27,9,1,1,2
789,789,Citizen Informant #789,32,7,1,1,2
790,790,Citizen Informant #790,47,9,1,1,2
791,791,Citizen Informant #791,53,2,1,1,1
792,792,Citizen Informant #792,43,6,1,1,1
793,793,Citizen Informant #793,30,8,1,1,2
794,794,Citizen Informant #794,26,4,1,1,2
795,795,Citizen Informant #795,56,9,1,1,2
796,796,Citizen Informant #796,42,9,1,1,1
797,797,Citizen Informant #797,59,2,1,1,1
798,798,Citizen Informant #798,48,3,1,1,2
799,799,Citizen Informant #799,40,10,1,1,2
800,800,Citizen Informant #800,49,6,1,1,1
801,801,Citizen Informant #801,25,7,1,1,1
802,802,Citizen Informant #802,58,2,1,1,2
803,803,Citizen Informant #803,37,6,1,1,2
804,804,Citizen Informant #804,27,10,1,1,1
805,805,Citizen Informant #805,33,6,1,1,1
806,806,Citizen Informant #806,41,1,1,1,2
807,807,Citizen Informant #807,58,10,1,1,1
808,808,Citizen Informant #808,58,9,1,1,1
809,809,Citizen Informant #809,41,4,1,1,2
810,810,Citizen Informant #810,34,6,1,1,2
811,811,Citizen Informant #811,33,5,1,1,1
812,812,Citizen Informant #812,29,10,1,1,1
813,813,Citizen Informant #813,28,1,1,1,1
814,814,Citizen Informant #814,27,10,1,1,1
815,815,Citizen Informant #815,25,7,1,1,1
816,816,Citizen Informant #816,37,1,1,1,2
817,817,Citizen Informant #817,48,8,1,1,1
818,818,Citizen Informant #818,43,4,1,1,1
819,819,Citizen Informant #819,41,6,1,1,1
820,820,Citizen Informant #820,35,3,1,1,1
821,821,Citizen Informant #821,53,1,1,1,1
822,822,Citizen Informant #822,58,1,1,1,2
823,823,Citizen Informant #823,40,3,1,1,1
824,824,Citizen Informant #824,43,9,1,1,1
825,825,Citizen Informant #825,60,7,1,1,1
826,826,Citizen Informant #826,45,7,1,1,1
827,827,Citizen Informant #827,51,4,1,1,1
828,828,Citizen Informant #828,45,6,1,1,1
829,829,Citizen Informant #829,48,6,1,1,1
830,830,Citizen Informant #830,53,5,1,1,2
831,831,Citizen Informant #831,43,8,1,1,2
832,832,Citizen Informant #832,59,9,1,1,1
833,833,Citizen Informant #833,42,6,1,1,1
834,834,Citizen Informant #834,47,7,1,1,1
835,835,Citizen Informant #835,54,5,1,1,2
836,836,Citizen Informant #836,55,8,1,1,2
837,837,Citizen Informant #837,30,7,1,1,2
838,838,Citizen Informant #838,42,5,1,1,2
839,839,Citizen Informant #839,43,1,1,1,1
840,840,Citizen Informant #840,34,6,1,1,2
841,841,Citizen Informant #841,51,7,1,1,2
842,842,Citizen Informant #842,45,5,1,1,1
843,843,Citizen Informant #843,56,4,1,1,2
844,844,Citizen Informant #844,45,1,1,1,1
845,845,Citizen Informant #845,42,5,1,1,2
846,846,Citizen Informant #846,30,1,1,1,2
847,847,Citizen Informant #847,33,9,1,1,2
848,848,Citizen Informant #848,51,2,1,1,1
849,849,Citizen Informant #849,57,8,1,1,2
850,850,Citizen Informant #850,34,10,1,1,1
851,851,Citizen Informant #851,59,3,1,1,2
852,852,Citizen Informant #852,29,6,1,1,2
853,853,Citizen Informant #853,47,6,1,1,1
854,854,Citizen Informant #854,35,3,1,1,2
855,855,Citizen Informant #855,29,10,1,1,1
856,856,Citizen Informant #856,43,3,1,1,2
857,857,Citizen Informant #857,58,2,1,1,2
858,858,Citizen Informant #858,39,4,1,1,2
859,859,Citizen Informant #859,26,1,1,1,2
860,860,Citizen Informant #860,33,6,1,1,1
861,861,Citizen Informant #861,50,7,1,1,1
862,862,Citizen Informant #862,44,10,1,1,2
863,863,Citizen Informant #863,32,4,1,1,1
864,864,Citizen Informant #864,26,5,1,1,2
865,865,Citizen Informant #865,41,5,1,1,2
866,866,Citizen Informant #866,33,5,1,1,2
867,867,Citizen Informant #867,40,3,1,1,2
868,868,Citizen Informant #868,34,7,1,1,1
869,869,Citizen Informant #869,41,7,1,1,1
870,870,Citizen Informant #870,49,4,1,1,1
871,871,Citizen Informant #871,45,6,1,1,2
872,872,Citizen Informant #872,37,2,1,1,1
873,873,Citizen Informant #873,54,1,1,1,2
874,874,Citizen Informant #874,28,2,1,1,1
875,875,Citizen Informant #875,36,5,1,1,2
876,876,Citizen Informant #876,27,9,1,1,2
877,877,Citizen Informant #877,32,10,1,1,1
878,878,Citizen Informant #878,44,4,1,1,1
879,879,Citizen Informant #879,47,6,1,1,2
880,880,Citizen Informant #880,39,9,1,1,2
881,881,Citizen Informant #881,47,8,1,1,2
882,882,Citizen Informant #882,38,9,1,1,2
883,883,Citizen Informant #883,32,1,1,1,1
884,884,Citizen Informant #884,32,6,1,1,2
885,885,Citizen Informant #885,26,4,1,1,2
886,886,Citizen Informant #886,48,2,1,1,2
887,887,Citizen Informant #887,46,4,1,1,2
888,888,Citizen Informant #888,47,4,1,1,2
889,889,Citizen Informant #889,35,7,1,1,2
890,890,Citizen Informant #890,32,1,1,1,1
891,891,Citizen Informant #891,55,9,1,1,1
892,892,Citizen Informant #892,35,7,1,1,2
893,893,Citizen Informant #893,38,3,1,1,1
894,894,Citizen Informant #894,48,2,1,1,1
895,895,Citizen Informant #895,51,3,1,1,1
896,896,Citizen Informant #896,26,7,1,1,1
897,897,Citizen Informant #897,31,6,1,1,2
898,898,Citizen Informant #898,46,10,1,1,2
899,899,Citizen Informant #899,29,8,1,1,2
900,900,Citizen Informant #900,52,3,1,1,1
901,901,Citizen Informant #901,58,3,1,1,1
902,902,Citizen Informant #902,43,3,1,1,2
903,903,Citizen Informant #903,37,2,1,1,2
904,904,Citizen Informant #904,53,3,1,1,1
905,905,Citizen Informant #905,28,4,1,1,1
906,906,Citizen Informant #906,43,5,1,1,2
907,907,Citizen Informant #907,50,7,1,1,1
908,908,Citizen Informant #908,33,10,1,1,2
909,909,Citizen Informant #909,41,7,1,1,2
910,910,Citizen Informant #910,35,5,1,1,2
911,911,Citizen Informant #911,45,3,1,1,1
912,912,Citizen Informant #912,51,10,1,1,1
913,913,Citizen Informant #913,33,4,1,1,1
914,914,Citizen Informant #914,48,5,1,1,1
915,915,Citizen Informant #915,50,3,1,1,1
916,916,Citizen Informant #916,50,6,1,1,2
917,917,Citizen Informant #917,43,8,1,1,1
918,918,Citizen Informant #918,29,9,1,1,2
919,919,Citizen Informant #919,59,5,1,1,1
920,920,Citizen Informant #920,25,4,1,1,2
921,921,Citizen Informant #921,51,5,1,1,2
922,922,Citizen Informant #922,59,1,1,1,1
923,923,Citizen Informant #923,57,10,1,1,1
924,924,Citizen Informant #924,55,6,1,1,2
925,925,Citizen Informant #925,28,1,1,1,2
926,926,Citizen Informant #926,27,2,1,1,2
927,927,Citizen Informant #927,52,3,1,1,2
928,928,Citizen Informant #928,36,2,1,1,2
929,929,Citizen Informant #929,46,3,1,1,1
930,930,Citizen Informant #930,35,10,1,1,2
931,931,Citizen Informant #931,51,3,1,1,2
932,932,Citizen Informant #932,53,9,1,1,1
933,933,Citizen Informant #933,44,7,1,1,1
934,934,Citizen Informant #934,25,3,1,1,2
935,935,Citizen Informant #935,53,5,1,1,2
936,936,Citizen Informant #936,40,9,1,1,1
937,937,Citizen Informant #937,58,10,1,1,1
938,938,Citizen Informant #938,54,1,1,1,1
939,939,Citizen Informant #939,28,2,1,1,2
940,940,Citizen Informant #940,30,7,1,1,2
941,941,Citizen Informant #941,40,8,1,1,1
942,942,Citizen Informant #942,54,3,1,1,1
943,943,Citizen Informant #943,53,6,1,1,1
944,944,Citizen Informant #944,50,8,1,1,1
945,945,Citizen Informant #945,31,9,1,1,2
946,946,Citizen Informant #946,39,7,1,1,1
947,947,Citizen Informant #947,53,10,1,1,1
948,948,Citizen Informant #948,48,4,1,1,2
949,949,Citizen Informant #949,52,2,1,1,1
950,950,Citizen Informant #950,36,1,1,1,1
951,951,Citizen Informant #951,43,8,1,1,2
952,952,Citizen Informant #952,25,6,1,1,1
953,953,Citizen Informant #953,52,2,1,1,1
954,954,Citizen Informant #954,52,3,1,1,2
955,955,Citizen Informant #955,56,10,1,1,2
956,956,Citizen Informant #956,58,3,1,1,2
957,957,Citizen Informant #957,35,10,1,1,2
958,958,Citizen Informant #958,37,2,1,1,1
959,959,Citizen Informant #959,42,9,1,1,2
960,960,Citizen Informant #960,50,3,1,1,2
961,961,Citizen Informant #961,42,1,1,1,2
962,962,Citizen Informant #962,35,9,1,1,2
963,963,Citizen Informant #963,44,3,1,1,2
964,964,Citizen Informant #964,50,5,1,1,1
965,965,Citizen Informant #965,43,8,1,1,2
966,966,Citizen Informant #966,32,8,1,1,2
967,967,Citizen Informant #967,31,4,1,1,2
968,968,Citizen Informant #968,50,7,1,1,2
969,969,Citizen Informant #969,38,7,1,1,2
970,970,Citizen Informant #970,29,1,1,1,1
971,971,Citizen Informant #971,52,7,1,1,2
972,972,Citizen Informant #972,57,6,1,1,2
973,973,Citizen Informant #973,53,5,1,1,2
974,974,Citizen Informant #974,42,9,1,1,1
975,975,Citizen Informant #975,45,10,1,1,1
976,976,Citizen Informant #976,60,1,1,1,2
977,977,Citizen Informant #977,28,6,1,1,1
978,978,Citizen Informant #978,30,7,1,1,1
979,979,Citizen Informant #979,60,6,1,1,2
980,980,Citizen Informant #980,26,4,1,1,2
981,981,Citizen Informant #981,42,8,1,1,1
982,982,Citizen Informant #982,57,8,1,1,2
983,983,Citizen Informant #983,41,8,1,1,1
984,984,Citizen Informant #984,31,3,1,1,1
985,985,Citizen Informant #985,53,6,1,1,2
986,986,Citizen Informant #986,45,4,1,1,1
987,987,Citizen Informant #987,26,7,1,1,2
988,988,Citizen Informant #988,59,8,1,1,1
989,989,Citizen Informant #989,29,5,1,1,1
990,990,Citizen Informant #990,40,9,1,1,2
991,991,Citizen Informant #991,39,3,1,1,2
992,992,Citizen Informant #992,30,8,1,1,2
993,993,Citizen Informant #993,26,4,1,1,2
994,994,Citizen Informant #994,47,4,1,1,1
995,995,Citizen Informant #995,36,8,1,1,2
996,996,Citizen Informant #996,44,4,1,1,2
997,997,Citizen Informant #997,45,2,1,1,1
998,998,Citizen Informant #998,25,4,1,1,2
999,999,Citizen Informant #999,50,9,1,1,1
1000,1000,Citizen Informant #1000,25,2,1,1,2
1001,1001,Citizen Informant #1001,30,3,1,1,2
1002,1002,Citizen Informant #1002,45,10,1,1,2
1003,1003,Citizen Informant #1003,56,5,1,1,1
1004,1004,Citizen Informant #1004,57,4,1,1,1
1005,1005,Citizen Informant #1005,43,2,1,1,2
1006,1006,Citizen Informant #1006,60,7,1,1,2
1007,1007,Citizen Informant #1007,31,2,1,1,1
1008,1008,Citizen Informant #1008,43,2,1,1,2
1009,1009,Citizen Informant #1009,50,2,1,1,2
1010,1010,Citizen Informant #1010,36,7,1,1,2
1011,1011,Citizen Informant #1011,53,3,1,1,2
1012,1012,Citizen Informant #1012,59,4,1,1,1
1013,1013,Citizen Informant #1013,57,1,1,1,1
1014,1014,Citizen Informant #1014,53,6,1,1,2
1015,1015,Citizen Informant #1015,34,6,1,1,2
1016,1016,Citizen Informant #1016,38,7,1,1,2
1017,1017,Citizen Informant #1017,32,3,1,1,2
1018,1018,Citizen Informant #1018,49,8,1,1,2
1019,1019,Citizen Informant #1019,59,8,1,1,1
1020,1020,Citizen Informant #1020,35,7,1,1,1
1021,1021,Citizen Informant #1021,44,5,1,1,2
1022,1022,Citizen Informant #1022,28,4,1,1,1
1023,1023,Citizen Informant #1023,43,3,1,1,1
1024,1024,Citizen Informant #1024,43,10,1,1,1
1025,1025,Citizen Informant #1025,32,9,1,1,1
1026,1026,Citizen Informant #1026,32,3,1,1,1
1027,1027,Citizen Informant #1027,33,10,1,1,2
1028,1028,Citizen Informant #1028,34,8,1,1,1
1029,1029,Citizen Informant #1029,39,10,1,1,2
1030,1030,Citizen Informant #1030,27,6,1,1,2
1031,1031,Citizen Informant #1031,35,2,1,1,1
1032,1032,Citizen Informant #1032,27,2,1,1,2
1033,1033,Citizen Informant #1033,57,3,1,1,1
1034,1034,Citizen Informant #1034,37,8,1,1,2
1035,1035,Citizen Informant #1035,52,3,1,1,2
1036,1036,Citizen Informant #1036,46,10,1,1,2
1037,1037,Citizen Informant #1037,25,4,1,1,2
1038,1038,Citizen Informant #1038,51,7,1,1,2
1039,1039,Citizen Informant #1039,43,8,1,1,1
1040,1040,Citizen Informant #1040,29,4,1,1,1
1041,1041,Citizen Informant #1041,38,8,1,1,2
1042,1042,Citizen Informant #1042,35,3,1,1,2
1043,1043,Citizen Informant #1043,45,9,1,1,2
1044,1044,Citizen Informant #1044,56,4,1,1,2
1045,1045,Citizen Informant #1045,52,10,1,1,2
1046,1046,Citizen Informant #1046,37,10,1,1,1
1047,1047,Citizen Informant #1047,37,5,1,1,1
1048,1048,Citizen Informant #1048,46,7,1,1,1
1049,1049,Citizen Informant #1049,38,7,1,1,2
1050,1050,Citizen Informant #1050,60,9,1,1,1
1051,1051,Citizen Informant #1051,48,1,1,1,2
1052,1052,Citizen Informant #1052,30,3,1,1,2
1053,1053,Citizen Informant #1053,28,10,1,1,2
1054,1054,Citizen Informant #1054,48,5,1,1,2
1055,1055,Citizen Informant #1055,40,1,1,1,2
1056,1056,Citizen Informant #1056,59,8,1,1,1
1057,1057,Citizen Informant #1057,43,2,1,1,1
1058,1058,Citizen Informant #1058,52,2,1,1,1
1059,1059,Citizen Informant #1059,59,10,1,1,2
1060,1060,Citizen Informant #1060,51,2,1,1,1
1061,1061,Citizen Informant #1061,47,6,1,1,2
1062,1062,Citizen Informant #1062,27,9,1,1,2
1063,1063,Citizen Informant #1063,57,5,1,1,2
1064,1064,Citizen Informant #1064,32,5,1,1,2
1065,1065,Citizen Informant #1065,51,3,1,1,2
1066,1066,Citizen Informant #1066,53,6,1,1,2
1067,1067,Citizen Informant #1067,55,10,1,1,1
1068,1068,Citizen Informant #1068,59,9,1,1,1
1069,1069,Citizen Informant #1069,52,10,1,1,2
1070,1070,Citizen Informant #1070,47,6,1,1,2
1071,1071,Citizen Informant #1071,45,6,1,1,2
1072,1072,Citizen Informant #1072,34,5,1,1,1
1073,1073,Citizen Informant #1073,43,3,1,1,2
1074,1074,Citizen Informant #1074,58,5,1,1,2
1075,1075,Citizen Informant #1075,44,10,1,1,2
1076,1076,Citizen Informant #1076,44,9,1,1,2
1077,1077,Citizen Informant #1077,44,1,1,1,2
1078,1078,Citizen Informant #1078,40,9,1,1,2
1079,1079,Citizen Informant #1079,42,6,1,1,2
1080,1080,Citizen Informant #1080,43,10,1,1,1
1081,1081,Citizen Informant #1081,42,1,1,1,2
1082,1082,Citizen Informant #1082,28,3,1,1,2
1083,1083,Citizen Informant #1083,54,6,1,1,2
1084,1084,Citizen Informant #1084,55,7,1,1,1
1085,1085,Citizen Informant #1085,39,9,1,1,1
1086,1086,Citizen Informant #1086,59,4,1,1,1
1087,1087,Citizen Informant #1087,49,8,1,1,1
1088,1088,Citizen Informant #1088,50,10,1,1,1
1089,1089,Citizen Informant #1089,42,9,1,1,2
1090,1090,Citizen Informant #1090,60,6,1,1,2
1091,1091,Citizen Informant #1091,60,4,1,1,1
1092,1092,Citizen Informant #1092,53,4,1,1,2
1093,1093,Citizen Informant #1093,36,1,1,1,1
1094,1094,Citizen Informant #1094,35,2,1,1,1
1095,1095,Citizen Informant #1095,53,9,1,1,2
1096,1096,Citizen Informant #1096,27,6,1,1,2
1097,1097,Citizen Informant #1097,57,10,1,1,2
1098,1098,Citizen Informant #1098,54,4,1,1,1
1099,1099,Citizen Informant #1099,49,4,1,1,2
1100,1100,Citizen Informant #1100,33,5,1,1,1
1101,1101,Citizen Informant #1101,56,10,1,1,2
1102,1102,Citizen Informant #1102,35,4,1,1,1
1103,1103,Citizen Informant #1103,31,8,1,1,2
1104,1104,Citizen Informant #1104,48,9,1,1,2
1105,1105,Citizen Informant #1105,38,5,1,1,1
1106,1106,Citizen Informant #1106,36,9,1,1,2
1107,1107,Citizen Informant #1107,28,3,1,1,1
1108,1108,Citizen Informant #1108,25,3,1,1,1
1109,1109,Citizen Informant #1109,51,2,1,1,1
1110,1110,Citizen Informant #1110,28,4,1,1,2
1111,1111,Citizen Informant #1111,58,7,1,1,1
1112,1112,Citizen Informant #1112,52,1,1,1,2
1113,1113,Citizen Informant #1113,25,7,1,1,1
1114,1114,Citizen Informant #1114,33,4,1,1,2
1115,1115,Citizen Informant #1115,53,10,1,1,2
1116,1116,Citizen Informant #1116,51,2,1,1,1
1117,1117,Citizen Informant #1117,39,8,1,1,1
1118,1118,Citizen Informant #1118,52,1,1,1,1
1119,1119,Citizen Informant #1119,43,7,1,1,2
1120,1120,Citizen Informant #1120,38,6,1,1,1
1121,1121,Citizen Informant #1121,52,1,1,1,2
1122,1122,Citizen Informant #1122,55,1,1,1,1
1123,1123,Citizen Informant #1123,44,2,1,1,2
1124,1124,Citizen Informant #1124,47,9,1,1,1
1125,1125,Citizen Informant #1125,26,4,1,1,2
1126,1126,Citizen Informant #1126,32,1,1,1,2
1127,1127,Citizen Informant #1127,31,2,1,1,2
1128,1128,Citizen Informant #1128,27,3,1,1,1
1129,1129,Citizen Informant #1129,59,8,1,1,1
1130,1130,Citizen Informant #1130,51,5,1,1,2
1131,1131,Citizen Informant #1131,33,4,1,1,1
1132,1132,Citizen Informant #1132,55,3,1,1,2
1133,1133,Citizen Informant #1133,35,4,1,1,2
1134,1134,Citizen Informant #1134,49,6,1,1,1
1135,1135,Citizen Informant #1135,25,9,1,1,2
1136,1136,Citizen Informant #1136,55,6,1,1,2
1137,1137,Citizen Informant #1137,37,7,1,1,1
1138,1138,Citizen Informant #1138,27,3,1,1,1
1139,1139,Citizen Informant #1139,39,10,1,1,1
1140,1140,Citizen Informant #1140,55,1,1,1,2
1141,1141,Citizen Informant #1141,53,8,1,1,2
1142,1142,Citizen Informant #1142,46,1,1,1,2
